student_id,course_id,code_module,code_presentation,id_student,week_number,week_end_day,duration_weeks,course_week_progress,is_registered_by_week,is_unregistered_by_week,days_since_registration_start,cumulative_assessment_score_mean_to_date,cumulative_assessment_score_count_to_date,cumulative_assessment_weighted_score_to_date,cumulative_submitted_weight_to_date,assessment_submission_rate_due_to_date,late_submission_rate_to_date,banked_assessment_rate_to_date,current_week_clicks,cumulative_clicks_to_date,current_week_activity_types,cumulative_assessment_clicks_to_date,cumulative_content_clicks_to_date,cumulative_social_clicks_to_date,cumulative_other_clicks_to_date,overall_mastery_proxy,current_assessment_cluster_mastery,tma_mastery_to_date,cma_mastery_to_date,exam_mastery_to_date,mastery_assessment_coverage_to_date,has_assessment_score_to_date,has_weighted_score_to_date,has_current_assessment_cluster,has_due_assessment_to_date,has_vle_activity_to_date,final_weighted_score,passed_observed,final_result,target_total_weight,target_submitted_weight,target_weight_coverage,target_weighted_points,current_week_assessment_clicks,current_week_content_clicks,current_week_other_clicks,current_week_social_clicks,assessment_score_trend_to_date,clicks_trend_to_date,performance_index_oulad,discipline_index_oulad,engagement_index_oulad
103800,DDD_2013J,DDD,2013J,103800,13,90,38,0.34210526315789475,1,0,172.0,70.33333333333333,3.0,73.5,40.0,1.0,0.0,0.0,16.0,83.0,4,1.0,82.0,0.0,0.0,73.5,92.0,73.5,,,0.2,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,16.0,0.0,0.0,10.833333333333329,16.0,0.7191666666666666,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,14,97,38,0.3684210526315789,1,0,179.0,70.33333333333333,3.0,73.5,40.0,1.0,0.0,0.0,0.0,83.0,0,1.0,82.0,0.0,0.0,73.5,,73.5,,,0.2,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-16.0,0.7191666666666666,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,15,104,38,0.39473684210526316,1,0,186.0,70.33333333333333,3.0,73.5,40.0,1.0,0.0,0.0,3.0,86.0,1,1.0,85.0,0.0,0.0,73.5,,73.5,,,0.2,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,3.0,0.0,0.0,0.0,3.0,0.7191666666666666,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,16,111,38,0.42105263157894735,1,0,193.0,70.33333333333333,3.0,73.5,40.0,1.0,0.0,0.0,0.0,86.0,0,1.0,85.0,0.0,0.0,73.5,,73.5,,,0.2,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.7191666666666666,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,17,118,38,0.4473684210526316,1,0,200.0,70.33333333333333,3.0,73.5,40.0,1.0,0.0,0.0,0.0,86.0,0,1.0,85.0,0.0,0.0,73.5,,73.5,,,0.2,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7191666666666666,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,18,125,38,0.47368421052631576,1,0,207.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,14.0,100.0,3,1.0,99.0,0.0,0.0,66.66666666666667,53.0,66.66666666666667,,,0.3,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,14.0,0.0,0.0,-4.333333333333329,14.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,19,132,38,0.5,1,0,214.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,7.0,107.0,4,1.0,106.0,0.0,0.0,66.66666666666667,,66.66666666666667,,,0.3,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,7.0,0.0,0.0,0.0,-7.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,20,139,38,0.5263157894736842,1,0,221.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,0.0,107.0,0,1.0,106.0,0.0,0.0,66.66666666666667,,66.66666666666667,,,0.3,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,21,146,38,0.5526315789473685,1,0,228.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,0.0,107.0,0,1.0,106.0,0.0,0.0,66.66666666666667,,66.66666666666667,,,0.3,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,22,153,38,0.5789473684210527,1,0,235.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,1.0,108.0,1,1.0,107.0,0.0,0.0,66.66666666666667,,66.66666666666667,,,0.3,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,23,160,38,0.6052631578947368,1,0,242.0,66.0,4.0,66.66666666666667,60.0,1.0,0.0,0.0,19.0,127.0,2,1.0,108.0,18.0,0.0,66.66666666666667,,66.66666666666667,,,0.3,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,1.0,0.0,18.0,0.0,18.0,0.6633333333333333,0.6666666666666666,1.0
103800,DDD_2013J,DDD,2013J,103800,24,167,38,0.631578947368421,1,0,249.0,66.0,4.0,66.66666666666667,60.0,0.8,0.0,0.0,2.0,129.0,1,1.0,110.0,18.0,0.0,50.0,0.0,50.0,,,0.4,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,2.0,0.0,0.0,0.0,-17.0,0.6633333333333333,0.6,0.9
103800,DDD_2013J,DDD,2013J,103800,25,174,38,0.6578947368421053,1,0,256.0,58.0,5.0,56.5,80.0,1.0,0.2,0.0,5.0,134.0,1,1.0,115.0,18.0,0.0,56.5,,56.5,,,0.4,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,5.0,0.0,0.0,-8.0,3.0,0.5725,0.6,1.0
103800,DDD_2013J,DDD,2013J,103800,26,181,38,0.6842105263157895,1,0,263.0,58.0,5.0,56.5,80.0,1.0,0.2,0.0,11.0,145.0,4,1.0,126.0,18.0,0.0,56.5,,56.5,,,0.4,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,11.0,0.0,0.0,0.0,6.0,0.5725,0.6,1.0
103800,DDD_2013J,DDD,2013J,103800,27,188,38,0.7105263157894737,1,0,270.0,58.0,5.0,56.5,80.0,1.0,0.2,0.0,1.0,146.0,1,1.0,127.0,18.0,0.0,56.5,,56.5,,,0.4,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,1.0,0.0,0.0,0.0,-10.0,0.5725,0.6,1.0
103800,DDD_2013J,DDD,2013J,103800,28,195,38,0.7368421052631579,1,0,277.0,58.0,5.0,56.5,80.0,1.0,0.2,0.0,0.0,146.0,0,1.0,127.0,18.0,0.0,56.5,,56.5,,,0.4,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5725,0.6,1.0
103800,DDD_2013J,DDD,2013J,103800,29,202,38,0.7631578947368421,1,0,284.0,58.0,5.0,56.5,80.0,1.0,0.2,0.0,0.0,146.0,0,1.0,127.0,18.0,0.0,56.5,,56.5,,,0.4,1,1,0,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5725,0.6,1.0
103800,DDD_2013J,DDD,2013J,103800,30,209,38,0.7894736842105263,1,0,291.0,55.166666666666664,6.0,53.4,100.0,1.0,0.16666666666666666,0.0,1.0,147.0,1,1.0,128.0,18.0,0.0,53.4,41.0,53.4,,,0.5,1,1,1,1,1,64.7,1.0,Pass,200.0,200.0,1.0,12940.0,0.0,1.0,0.0,0.0,-2.8333333333333357,1.0,0.5428333333333333,0.6111111111111112,1.0
