cohort_id,institution,n_students,vary,background_n,student_row,y,p_risk,flagged,margin,active_weeks,weeks_since_active,cum_clicks,self_tau_shap,self_tau_occlusion,self_jaccard_shap,cross_tau,cross_jaccard_top3
oulad_AAA_2013J,OULAD,383,background,127,176,1,0.846788519380323,False,0.1160249552641508,13.0,0.0,838.0,0.7904761904761906,0.8666666666666668,0.8,-0.25714285714285723,0.16
oulad_AAA_2013J,OULAD,383,background,127,367,0,0.08013873925645072,False,0.882674735388023,3.0,10.0,1228.0,0.9047619047619049,0.7523809523809525,1.0,0.2571428571428572,0.5
oulad_AAA_2013J,OULAD,383,background,127,14,1,0.5781533204564261,False,0.38466015418804766,13.0,0.0,729.0,0.8095238095238095,0.9238095238095239,0.8,0.028571428571428574,0.26
oulad_AAA_2013J,OULAD,383,background,127,381,1,0.9798338334784168,True,0.01702035883394304,13.0,0.0,3201.0,0.7523809523809525,1.0,0.6,0.1619047619047619,0.32
oulad_AAA_2013J,OULAD,383,background,127,55,1,0.971181340228447,True,0.008367865583973289,11.0,0.0,683.0,0.8285714285714286,0.9428571428571428,0.8,0.37142857142857144,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,187,1,0.9807862354464549,True,0.01797276080198118,13.0,0.0,1675.0,0.8476190476190476,0.9047619047619049,0.7,0.028571428571428574,0.38
oulad_AAA_2013J,OULAD,383,background,127,291,1,0.9144582282007714,False,0.04835524644370237,13.0,0.0,2017.0,0.8476190476190478,0.6952380952380953,0.7,-0.29523809523809524,0.18
oulad_AAA_2013J,OULAD,383,background,127,61,1,0.6428933667643243,False,0.31992010788014946,10.0,0.0,996.0,0.7523809523809524,0.6952380952380953,0.7,0.44761904761904764,0.7
oulad_AAA_2013J,OULAD,383,background,127,275,1,0.6255069086555625,False,0.3373065659889113,12.0,0.0,778.0,0.9428571428571428,0.961904761904762,1.0,0.48571428571428565,1.0
oulad_AAA_2013J,OULAD,383,background,127,347,1,0.9197455066747472,False,0.04306796796972656,11.0,2.0,654.0,0.8666666666666668,0.7333333333333333,0.8,-0.2,0.2
oulad_AAA_2013J,OULAD,383,background,127,45,1,0.904269059888374,False,0.05854441475609973,10.0,3.0,585.0,0.8857142857142858,0.7904761904761906,1.0,0.10476190476190479,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,60,1,0.9339909059724976,False,0.02882256867197619,12.0,0.0,934.0,0.8666666666666668,1.0,1.0,0.180952380952381,0.5
oulad_AAA_2013J,OULAD,383,background,127,117,1,0.9258356853624096,False,0.03697778928206419,11.0,2.0,711.0,0.9238095238095239,0.7142857142857143,0.8,-0.39047619047619053,0.2
oulad_AAA_2013J,OULAD,383,background,127,73,1,0.7310134013640415,False,0.23180007328043228,13.0,0.0,1038.0,0.961904761904762,0.6380952380952382,1.0,-0.06666666666666668,0.2
oulad_AAA_2013J,OULAD,383,background,127,32,1,0.9205657998548136,False,0.04224767478966018,11.0,0.0,810.0,0.8666666666666666,0.8857142857142859,1.0,-0.028571428571428574,0.5
oulad_AAA_2013J,OULAD,383,background,127,382,1,0.9666559183537047,True,0.003842443709230925,11.0,0.0,1681.0,0.7714285714285716,0.8857142857142858,0.6,-0.028571428571428574,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,280,1,0.7329972751677363,False,0.22981619947673748,7.0,5.0,76.0,0.6761904761904762,0.6761904761904762,0.48,0.21904761904761907,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,340,1,0.9780042290518267,True,0.015190754407352958,12.0,0.0,573.0,0.8857142857142858,0.8476190476190476,0.8,0.16190476190476194,0.38
oulad_AAA_2013J,OULAD,383,background,127,29,1,0.9196985704647679,False,0.04311490417970587,9.0,3.0,813.0,0.6571428571428571,0.6761904761904762,0.56,-0.18095238095238095,0.16
oulad_AAA_2013J,OULAD,383,background,127,115,1,0.9650931182625634,True,0.002279643618089633,13.0,0.0,1885.0,0.8857142857142858,0.8476190476190476,1.0,0.16190476190476194,0.2
oulad_AAA_2013J,OULAD,383,background,127,289,1,0.23869944590806427,False,0.7241140287364095,11.0,2.0,974.0,0.9428571428571428,0.9238095238095239,1.0,0.37142857142857144,0.5
oulad_AAA_2013J,OULAD,383,background,127,273,1,0.9798338334784168,True,0.01702035883394304,13.0,0.0,5088.0,0.7523809523809525,1.0,0.7,0.009523809523809523,0.2
oulad_AAA_2013J,OULAD,383,background,127,222,1,0.8942623666275836,False,0.06855110801689013,8.0,0.0,248.0,0.8285714285714286,0.8666666666666668,0.6,-0.06666666666666668,0.26
oulad_AAA_2013J,OULAD,383,background,127,184,1,0.8466991539048797,False,0.11611432073959405,13.0,0.0,422.0,0.8285714285714286,0.9047619047619049,1.0,-0.08571428571428572,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,67,0,0.032326256375935815,False,0.930487218268538,1.0,12.0,420.0,0.9047619047619049,0.7904761904761906,0.7,0.27619047619047626,0.5
oulad_AAA_2013J,OULAD,383,background,127,315,1,0.7368303441698678,False,0.22598313047460594,10.0,3.0,401.0,0.8476190476190476,0.7904761904761906,0.8,-0.23809523809523814,0.2
oulad_AAA_2013J,OULAD,383,background,127,261,0,0.0402587699970723,False,0.9225547046474014,1.0,12.0,68.0,0.9428571428571428,0.8666666666666668,1.0,0.08571428571428572,0.5
oulad_AAA_2013J,OULAD,383,background,127,248,1,0.9745304279246767,True,0.011716953280202946,13.0,0.0,2552.0,0.7904761904761906,0.961904761904762,0.7,0.06666666666666668,0.2
oulad_AAA_2013J,OULAD,383,background,127,157,1,0.9098560741276729,False,0.05295740051680087,9.0,0.0,243.0,0.7523809523809524,0.9238095238095239,0.8,0.14285714285714288,0.26
oulad_AAA_2013J,OULAD,383,background,127,321,0,0.9314297359444467,False,0.031383738700027086,12.0,0.0,626.0,0.8095238095238095,0.7333333333333333,0.7,-0.14285714285714288,0.26
oulad_AAA_2013J,OULAD,383,background,127,123,0,0.9667832327527136,True,0.003969758108239851,11.0,0.0,879.0,0.8857142857142858,0.9238095238095239,1.0,0.180952380952381,0.5
oulad_AAA_2013J,OULAD,383,background,127,299,0,0.8377391501642976,False,0.1250743244801762,8.0,1.0,89.0,0.7333333333333334,0.8857142857142858,0.7,0.18095238095238098,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,332,1,0.664149810563941,False,0.2986636640805328,5.0,4.0,221.0,0.8095238095238095,0.961904761904762,0.6,0.5619047619047619,0.7
oulad_AAA_2013J,OULAD,383,background,127,260,1,0.8599484922560948,False,0.10286498238837893,13.0,0.0,750.0,0.8095238095238095,0.8476190476190476,0.8,-0.29523809523809524,0.26
oulad_AAA_2013J,OULAD,383,background,127,148,0,0.9263974812497514,False,0.036415993394722346,10.0,0.0,570.0,0.9238095238095239,0.8285714285714286,1.0,0.3523809523809524,0.38
oulad_AAA_2013J,OULAD,383,background,127,197,0,0.04542331538850594,False,0.9173901592559678,6.0,7.0,250.0,0.961904761904762,0.8857142857142858,0.8,0.33333333333333337,0.5
oulad_AAA_2013J,OULAD,383,background,127,58,1,0.7346083210786437,False,0.22820515356583004,9.0,0.0,507.0,0.7714285714285715,0.7904761904761906,0.7,0.25714285714285723,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,44,1,0.9650931182625634,True,0.002279643618089633,13.0,0.0,2029.0,0.8666666666666668,0.8857142857142859,1.0,0.29523809523809524,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,85,1,0.9659399602825947,True,0.0031264856381209016,10.0,3.0,718.0,0.7523809523809524,0.7142857142857142,1.0,0.12380952380952381,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,251,1,0.9222281738624469,False,0.04058530078202682,13.0,0.0,902.0,0.8476190476190478,1.0,0.8,0.23809523809523814,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,33,1,0.9822929323401718,True,0.019479457695698033,13.0,0.0,2163.0,0.8285714285714286,0.9428571428571428,0.8,0.028571428571428574,0.2
oulad_AAA_2013J,OULAD,383,background,127,144,1,0.9018359380933364,False,0.06097753655113736,12.0,0.0,639.0,0.5238095238095238,0.7904761904761906,0.6,-0.4666666666666667,0.12000000000000002
oulad_AAA_2013J,OULAD,383,background,127,102,1,0.9772721134864418,True,0.014458638841968074,11.0,0.0,526.0,0.961904761904762,0.7333333333333333,1.0,0.06666666666666668,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,173,1,0.9520328917091146,False,0.010780582935359107,11.0,0.0,831.0,0.8857142857142858,0.9428571428571428,1.0,-0.08571428571428574,0.2
oulad_AAA_2013J,OULAD,383,background,127,12,1,0.9232734514881614,False,0.03954002315631233,11.0,0.0,587.0,0.8666666666666668,0.6571428571428573,1.0,0.10476190476190479,0.25999999999999995
oulad_AAA_2013J,OULAD,383,background,127,170,1,0.8071246521842618,False,0.15568882246021198,12.0,0.0,1423.0,0.961904761904762,0.9428571428571428,0.8,0.08571428571428572,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,82,1,0.9460952248394783,False,0.016718249804995478,10.0,0.0,825.0,0.7333333333333334,0.7904761904761906,1.0,0.523809523809524,0.5
oulad_AAA_2013J,OULAD,383,background,127,377,1,0.98101053705272,True,0.018197062408246256,13.0,0.0,416.0,0.9047619047619049,0.8857142857142859,1.0,-0.2,0.2
oulad_AAA_2013J,OULAD,383,background,127,319,1,0.8986606076555066,False,0.06415286698896716,9.0,3.0,360.0,0.9047619047619049,0.8476190476190476,1.0,0.06666666666666668,0.25999999999999995
oulad_AAA_2013J,OULAD,383,background,127,103,1,0.959465786244209,False,0.003347688400264781,11.0,2.0,470.0,0.9047619047619049,0.6761904761904762,1.0,-0.29523809523809524,0.12000000000000002
oulad_AAA_2013J,OULAD,383,background,127,269,1,0.9195323429594244,False,0.04328113168504932,11.0,1.0,191.0,0.8857142857142858,0.6761904761904762,1.0,0.10476190476190476,0.38
oulad_AAA_2013J,OULAD,383,background,127,162,1,0.5326498614821874,False,0.43016361316228635,11.0,2.0,1046.0,0.7142857142857144,0.9047619047619049,0.65,0.08571428571428572,0.38
oulad_AAA_2013J,OULAD,383,background,127,180,1,0.9050241317315604,False,0.05778934291291338,8.0,1.0,356.0,0.8666666666666668,0.7904761904761906,0.7,-0.02857142857142857,0.38
oulad_AAA_2013J,OULAD,383,background,127,317,0,0.8491856498837237,False,0.11362782476075006,10.0,2.0,208.0,0.6380952380952383,0.8095238095238095,0.49000000000000005,0.14285714285714288,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,140,0,0.8620210140241727,False,0.100792460620301,9.0,3.0,373.0,0.8857142857142858,0.8095238095238096,1.0,-0.42857142857142855,0.08
oulad_AAA_2013J,OULAD,383,background,127,229,0,0.10873131916739948,False,0.8540821554770743,5.0,7.0,141.0,0.961904761904762,0.7904761904761906,1.0,0.180952380952381,0.5
oulad_AAA_2013J,OULAD,383,background,127,262,1,0.9770096919669163,True,0.014196217322442584,12.0,0.0,492.0,0.7142857142857143,0.7904761904761906,0.6,-0.3714285714285715,0.16
oulad_AAA_2013J,OULAD,383,background,127,284,0,0.6494606772833177,False,0.31335279736115607,13.0,0.0,1730.0,0.9428571428571428,0.9428571428571428,1.0,0.14285714285714288,0.5
oulad_AAA_2013J,OULAD,383,background,127,36,0,0.741728280950016,False,0.22108519369445778,8.0,4.0,267.0,0.9238095238095239,0.9238095238095239,0.8,0.14285714285714288,0.26
oulad_AAA_2013J,OULAD,383,background,127,312,1,0.9751280951577234,True,0.012314620513249608,11.0,0.0,69.0,0.8095238095238095,0.8666666666666668,0.8,0.04761904761904762,0.44000000000000006
oulad_AAA_2013J,OULAD,383,background,127,21,1,0.0667376198237357,False,0.896075854820738,4.0,8.0,157.0,0.9047619047619049,0.8285714285714286,0.7,0.14285714285714288,0.5
oulad_AAA_2013J,OULAD,383,background,127,263,1,0.9609721974020806,False,0.0018412772423931356,11.0,0.0,609.0,0.7904761904761906,0.8857142857142859,1.0,0.16190476190476194,0.2
oulad_AAA_2013J,OULAD,383,background,127,209,1,0.6532377097962486,False,0.30957576484822513,9.0,0.0,347.0,0.8285714285714286,0.9428571428571428,1.0,0.12380952380952381,0.2
oulad_AAA_2013J,OULAD,383,background,127,375,0,0.6652211665777671,False,0.29759230806670667,7.0,5.0,339.0,0.8476190476190478,0.7333333333333334,1.0,-0.028571428571428574,0.2
oulad_AAA_2013J,OULAD,383,background,127,208,1,0.893889119757019,False,0.06892435488745474,12.0,0.0,623.0,0.8095238095238096,0.7904761904761906,0.7,0.20000000000000004,0.38
oulad_AAA_2013J,OULAD,383,background,127,133,0,0.05106041403263555,False,0.9117530606118383,0.0,13.0,0.0,0.9428571428571428,0.9428571428571428,1.0,-0.04761904761904763,0.2
oulad_AAA_2013J,OULAD,383,background,127,151,0,0.23754293733728404,False,0.7252705373071897,6.0,5.0,405.0,0.961904761904762,0.7523809523809525,0.8,0.2,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,153,1,0.9768676703892784,True,0.014054195744804598,13.0,0.0,2143.0,0.8857142857142858,0.961904761904762,0.7,-0.20000000000000004,0.2
oulad_AAA_2013J,OULAD,383,background,127,213,1,0.3342781051197516,False,0.6285353695247222,10.0,1.0,357.0,0.9047619047619049,0.7523809523809524,1.0,0.31428571428571433,0.7
oulad_AAA_2013J,OULAD,383,background,127,290,1,0.9211648332151637,False,0.04164864142931002,12.0,0.0,506.0,0.8095238095238095,0.7142857142857143,1.0,-0.16190476190476194,0.25999999999999995
oulad_AAA_2013J,OULAD,383,background,127,59,1,0.8531836710690978,False,0.109629803575376,10.0,0.0,313.0,0.8095238095238096,0.7714285714285716,0.8,-0.180952380952381,0.26
oulad_AAA_2013J,OULAD,383,background,127,285,1,0.7571864751895799,False,0.20562699945489382,12.0,0.0,790.0,0.6952380952380952,0.7904761904761906,0.49000000000000005,-0.3142857142857142,0.27999999999999997
oulad_AAA_2013J,OULAD,383,background,127,97,1,0.8843787222115406,False,0.07843475243293319,12.0,0.0,1009.0,0.7714285714285716,0.7904761904761906,1.0,-0.18095238095238098,0.2
oulad_AAA_2013J,OULAD,383,background,127,53,1,0.9628134746444738,True,0.0,13.0,0.0,2476.0,0.8476190476190478,0.9428571428571428,0.7,-0.10476190476190476,0.2
oulad_AAA_2013J,OULAD,383,background,127,86,1,0.9431393990948824,False,0.01967407554959133,13.0,0.0,1231.0,0.8857142857142858,0.8285714285714286,1.0,-0.29523809523809524,0.2
oulad_AAA_2013J,OULAD,383,background,127,257,0,0.9419363271847425,False,0.020877147459731238,7.0,0.0,366.0,0.9047619047619049,0.9047619047619049,1.0,0.10476190476190479,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,242,1,0.6805842042449618,False,0.28222927039951196,11.0,2.0,1245.0,0.8095238095238095,0.8666666666666668,0.65,0.3714285714285715,0.6
oulad_AAA_2013J,OULAD,383,background,127,198,1,0.8512959648237094,False,0.11151750982076436,13.0,0.0,621.0,0.8095238095238096,0.7142857142857144,1.0,-0.2571428571428571,0.26
oulad_AAA_2013J,OULAD,383,background,127,71,1,0.9365418055125582,False,0.026271669131915587,13.0,0.0,967.0,0.8666666666666668,0.8476190476190476,1.0,-0.2761904761904762,0.2
oulad_AAA_2013J,OULAD,383,background,127,348,0,0.3587532395776403,False,0.6040602350668334,5.0,1.0,91.0,0.6952380952380952,0.8666666666666668,1.0,0.5238095238095238,0.6
oulad_AAA_2013J,OULAD,383,background,127,100,0,0.03749788291989945,False,0.9253155917245743,9.0,1.0,1344.0,0.9238095238095239,0.7142857142857142,0.8,0.5238095238095238,0.8
oulad_AAA_2013J,OULAD,383,background,127,108,1,0.8693683397050908,False,0.093445134939383,11.0,1.0,876.0,0.9047619047619048,0.8857142857142859,1.0,0.06666666666666668,0.2
oulad_AAA_2013J,OULAD,383,background,127,93,1,0.7848738624023842,False,0.17793961224208954,10.0,1.0,419.0,0.8666666666666668,0.7714285714285716,1.0,0.18095238095238098,0.2
oulad_AAA_2013J,OULAD,383,background,127,134,1,0.7328624367473473,False,0.22995103789712645,8.0,2.0,282.0,0.9047619047619049,0.7904761904761906,1.0,0.04761904761904763,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,164,1,0.9780938065541124,True,0.015280331909638623,13.0,0.0,1386.0,0.9238095238095239,0.961904761904762,1.0,-0.21904761904761907,0.2
oulad_AAA_2013J,OULAD,383,background,127,66,0,0.3866703700552541,False,0.5761431045892196,5.0,5.0,101.0,0.8666666666666668,0.8857142857142859,0.8,0.12380952380952384,0.2
oulad_AAA_2013J,OULAD,383,background,127,320,1,0.7051364961175783,False,0.2576769785268954,9.0,0.0,445.0,0.8666666666666668,0.7523809523809524,1.0,-0.028571428571428574,0.08
oulad_AAA_2013J,OULAD,383,background,127,254,1,0.984015911684926,True,0.021202437040452216,12.0,0.0,1172.0,0.8285714285714286,0.8285714285714286,0.8,0.14285714285714288,0.31999999999999995
oulad_AAA_2013J,OULAD,383,background,127,334,1,0.9144062490461273,False,0.048407225598346426,13.0,0.0,619.0,0.9238095238095239,0.9428571428571428,1.0,0.180952380952381,0.5
oulad_AAA_2013J,OULAD,383,background,127,313,1,0.865026963332968,False,0.09778651131150573,13.0,0.0,550.0,0.9238095238095239,0.8476190476190478,1.0,-0.27619047619047626,0.2
oulad_AAA_2013J,OULAD,383,background,127,359,0,0.9762010976372018,True,0.013387622992727999,11.0,2.0,384.0,0.9047619047619049,0.6190476190476191,1.0,0.10476190476190476,0.38
oulad_AAA_2013J,OULAD,383,background,127,15,1,0.799502502821751,False,0.1633109718227228,11.0,1.0,792.0,0.9047619047619049,0.8857142857142859,1.0,0.009523809523809525,0.2
oulad_AAA_2013J,OULAD,383,background,127,221,1,0.9843736910337112,True,0.02156021638923744,12.0,0.0,318.0,0.7714285714285715,0.961904761904762,1.0,-0.04761904761904763,0.5
oulad_AAA_2013J,OULAD,383,background,127,160,1,0.6314828198480231,False,0.33133065479645063,7.0,4.0,217.0,0.8095238095238095,0.6761904761904762,0.8,0.18095238095238098,0.38
oulad_AAA_2013J,OULAD,383,background,127,172,1,0.9561565893644259,False,0.0066568852800478195,13.0,0.0,1018.0,0.8857142857142858,0.9238095238095239,1.0,0.23809523809523814,0.5
oulad_AAA_2013J,OULAD,383,background,127,156,0,0.893889119757019,False,0.06892435488745474,11.0,0.0,602.0,0.7904761904761906,0.7904761904761906,1.0,0.14285714285714288,0.5
oulad_AAA_2013J,OULAD,383,background,127,118,1,0.9884002422061234,True,0.02558676756164968,11.0,0.0,728.0,1.0,0.8285714285714286,1.0,0.12380952380952384,0.5
oulad_AAA_2013J,OULAD,383,background,127,268,1,0.9628134746444738,True,0.0,13.0,0.0,6808.0,0.8476190476190478,0.9428571428571428,0.7,-0.10476190476190476,0.2
oulad_AAA_2013J,OULAD,383,background,127,215,1,0.6656625390712179,False,0.2971509355732559,12.0,1.0,984.0,0.8666666666666668,0.8857142857142858,1.0,0.21904761904761907,0.2
oulad_AAA_2014J,OULAD,365,background,121,292,0,0.8222991708037339,False,0.14960830285211046,9.0,0.0,114.0,0.638095238095238,0.7523809523809524,1.0,0.4095238095238095,0.5
oulad_AAA_2014J,OULAD,365,background,121,33,1,0.4100986281036175,False,0.5618088455522269,7.0,4.0,450.0,0.8476190476190476,0.6,1.0,0.29523809523809524,0.38
oulad_AAA_2014J,OULAD,365,background,121,86,1,0.8898145195652648,False,0.0820929540905796,11.0,0.0,1165.0,0.5619047619047619,0.5619047619047619,0.65,0.16190476190476194,0.44000000000000006
oulad_AAA_2014J,OULAD,365,background,121,297,1,0.7655758309187969,False,0.20633164273704752,11.0,0.0,823.0,0.7333333333333334,0.6000000000000001,1.0,0.20000000000000004,0.5
oulad_AAA_2014J,OULAD,365,background,121,44,1,0.9868326685954669,True,0.014925194939622521,13.0,0.0,7182.0,0.9428571428571428,0.7904761904761906,1.0,0.35238095238095235,0.5
oulad_AAA_2014J,OULAD,365,background,121,319,1,0.9558995525806853,False,0.016007921075159137,13.0,0.0,1455.0,0.6000000000000001,0.580952380952381,0.65,-0.16190476190476194,0.26
oulad_AAA_2014J,OULAD,365,background,121,113,1,0.21542487491494153,False,0.7564825987409028,4.0,5.0,406.0,0.8666666666666668,0.5809523809523809,1.0,0.3142857142857143,0.5
oulad_AAA_2014J,OULAD,365,background,121,88,0,0.20927183193111032,False,0.7626356417247341,8.0,5.0,544.0,0.8095238095238095,0.8285714285714286,0.7,0.39047619047619053,0.38
oulad_AAA_2014J,OULAD,365,background,121,17,1,0.2567430753308273,False,0.7151643983250171,2.0,5.0,160.0,0.9047619047619049,0.6571428571428573,1.0,0.5047619047619047,0.6
oulad_AAA_2014J,OULAD,365,background,121,111,1,0.9323157515029368,False,0.03959172215290763,11.0,2.0,942.0,0.5619047619047619,0.48571428571428577,0.6,0.1619047619047619,0.31999999999999995
oulad_AAA_2014J,OULAD,365,background,121,258,0,0.8820080667531564,False,0.08989940690268805,7.0,2.0,671.0,0.7142857142857144,0.180952380952381,0.65,0.33333333333333337,0.31999999999999995
oulad_AAA_2014J,OULAD,365,background,121,183,1,0.925783505092006,False,0.04612396856383838,13.0,0.0,942.0,0.8476190476190476,0.7142857142857142,1.0,0.12380952380952384,0.31999999999999995
oulad_AAA_2014J,OULAD,365,background,121,3,1,0.8313957095174008,False,0.14051176413844357,12.0,0.0,557.0,0.9047619047619049,0.5047619047619049,0.7,0.18095238095238098,0.44000000000000006
oulad_AAA_2014J,OULAD,365,background,121,127,0,0.15402425249019872,False,0.8178832211656457,3.0,5.0,142.0,1.0,0.580952380952381,1.0,0.5619047619047619,0.7
oulad_AAA_2014J,OULAD,365,background,121,157,1,0.9725531054203655,True,0.0006456317645211485,11.0,0.0,1167.0,0.7333333333333333,0.7142857142857142,0.8,-0.12380952380952384,0.25999999999999995
oulad_AAA_2014J,OULAD,365,background,121,195,1,0.9868696645022554,True,0.014962190846411039,13.0,0.0,4612.0,0.9428571428571428,0.7904761904761906,1.0,0.35238095238095235,0.5
