source,target,distance,shared_students,target_size,contamination,is_clean
oulad_AAA_2014J,ku_Globaleconom_1819,D3_other_institution,0,743,0.0,True
oulad_AAA_2014J,ku_Accountancy_1920,D3_other_institution,0,705,0.0,True
oulad_AAA_2014J,ku_Globaleconom_1920,D3_other_institution,0,681,0.0,True
oulad_AAA_2014J,ku_Accountancy_2021,D3_other_institution,0,723,0.0,True
oulad_AAA_2014J,ku_Globaleconom_2021,D3_other_institution,0,335,0.0,True
oulad_AAA_2014J,ukzn_ISTN101_2019,D3_other_institution,0,1056,0.0,True
oulad_AAA_2014J,ukzn_ISTN101_2020,D3_other_institution,0,978,0.0,True
oulad_AAA_2014J,ukzn_ISTN101_2021,D3_other_institution,0,741,0.0,True
oulad_AAA_2014J,ukzn_ISTN102_2018,D3_other_institution,0,257,0.0,True
oulad_AAA_2014J,ukzn_ISTN103_2019,D3_other_institution,0,1113,0.0,True
oulad_AAA_2014J,ukzn_ISTN103_2020,D3_other_institution,0,1082,0.0,True
oulad_AAA_2014J,ukzn_ISTN211_2019,D3_other_institution,0,280,0.0,True
oulad_AAA_2014J,ukzn_ISTN211_2021,D3_other_institution,0,327,0.0,True
oulad_AAA_2014J,ukzn_ISTN212_2018,D3_other_institution,0,238,0.0,True
oulad_AAA_2014J,ukzn_ISTN212_2019,D3_other_institution,0,264,0.0,True
oulad_AAA_2014J,ukzn_ISTN2IP_2018,D3_other_institution,0,99,0.0,True
oulad_AAA_2014J,ukzn_ISTN2IP_2019,D3_other_institution,0,116,0.0,True
oulad_AAA_2014J,ukzn_ISTN3ND_2018,D3_other_institution,0,144,0.0,True
oulad_AAA_2014J,ukzn_ISTN3ND_2019,D3_other_institution,0,223,0.0,True
oulad_AAA_2014J,ukzn_ISTN3SA_2018,D3_other_institution,0,141,0.0,True
oulad_AAA_2014J,ukzn_ISTN3SA_2019,D3_other_institution,0,195,0.0,True
oulad_AAA_2014J,zambia_ICT1110_2020,D3_other_institution,0,65,0.0,True
oulad_AAA_2014J,zambia_ICT1110_2021,D3_other_institution,0,52,0.0,True
oulad_AAA_2014J,oviedo_C1112_1415,D3_other_institution,0,199,0.0,True
oulad_AAA_2014J,oviedo_C1127_1415,D3_other_institution,0,106,0.0,True
oulad_AAA_2014J,oviedo_C1200_1415,D3_other_institution,0,107,0.0,True
oulad_AAA_2014J,oviedo_C1303_1415,D3_other_institution,0,112,0.0,True
oulad_AAA_2014J,oviedo_C174_1415,D3_other_institution,0,96,0.0,True
oulad_AAA_2014J,oviedo_C190_1415,D3_other_institution,0,112,0.0,True
oulad_AAA_2014J,oviedo_C1978_1415,D3_other_institution,0,164,0.0,True
oulad_AAA_2014J,oviedo_C2011_1415,D3_other_institution,0,120,0.0,True
oulad_AAA_2014J,oviedo_C2024_1415,D3_other_institution,0,327,0.0,True
oulad_AAA_2014J,oviedo_C2150_1415,D3_other_institution,0,106,0.0,True
oulad_AAA_2014J,oviedo_C2271_1415,D3_other_institution,0,596,0.0,True
oulad_AAA_2014J,oviedo_C2335_1415,D3_other_institution,0,428,0.0,True
oulad_AAA_2014J,oviedo_C2406_1415,D3_other_institution,0,133,0.0,True
oulad_AAA_2014J,oviedo_C2468_1415,D3_other_institution,0,82,0.0,True
oulad_AAA_2014J,oviedo_C2607_1415,D3_other_institution,0,277,0.0,True
oulad_AAA_2014J,oviedo_C3022_1415,D3_other_institution,1,238,0.004201680672268907,True
oulad_AAA_2014J,oviedo_C3029_1415,D3_other_institution,1,231,0.004329004329004329,True
oulad_AAA_2014J,oviedo_C4189_1415,D3_other_institution,0,128,0.0,True
oulad_AAA_2014J,oviedo_C4213_1415,D3_other_institution,0,140,0.0,True
oulad_AAA_2014J,oviedo_C836_1415,D3_other_institution,0,87,0.0,True
oulad_BBB_2013B,oulad_AAA_2013J,D2_other_module,0,383,0.0,True
oulad_BBB_2013B,oulad_AAA_2014J,D2_other_module,0,365,0.0,True
oulad_BBB_2013B,oulad_BBB_2013J,D1_same_module,44,2237,0.019669199821189094,False
oulad_BBB_2013B,oulad_BBB_2014B,D1_same_module,40,1613,0.024798512089274645,False
oulad_BBB_2013B,oulad_BBB_2014J,D1_same_module,15,2292,0.006544502617801047,True
oulad_BBB_2013B,oulad_CCC_2014B,D2_other_module,0,1936,0.0,True
oulad_BBB_2013B,oulad_CCC_2014J,D2_other_module,1,2498,0.00040032025620496394,True
oulad_BBB_2013B,oulad_DDD_2013B,D2_other_module,3,1303,0.0023023791250959325,True
oulad_BBB_2013B,oulad_DDD_2013J,D2_other_module,3,1938,0.0015479876160990713,True
oulad_BBB_2013B,oulad_DDD_2014B,D2_other_module,1,1228,0.0008143322475570033,True
oulad_BBB_2013B,oulad_DDD_2014J,D2_other_module,1,1803,0.0005546311702717693,True
oulad_BBB_2013B,oulad_EEE_2013J,D2_other_module,0,1052,0.0,True
oulad_BBB_2013B,oulad_EEE_2014B,D2_other_module,0,694,0.0,True
oulad_BBB_2013B,oulad_EEE_2014J,D2_other_module,0,1188,0.0,True
oulad_BBB_2013B,oulad_FFF_2013B,D2_other_module,2,1614,0.0012391573729863693,True
oulad_BBB_2013B,oulad_FFF_2013J,D2_other_module,2,2283,0.0008760402978537013,True
oulad_BBB_2013B,oulad_FFF_2014B,D2_other_module,0,1500,0.0,True
oulad_BBB_2013B,oulad_FFF_2014J,D2_other_module,1,2365,0.00042283298097251583,True
oulad_BBB_2013B,ku_Accountancy_1819,D3_other_institution,0,752,0.0,True
oulad_BBB_2013B,ku_Globaleconom_1819,D3_other_institution,0,743,0.0,True
oulad_BBB_2013B,ku_Accountancy_1920,D3_other_institution,0,705,0.0,True
oulad_BBB_2013B,ku_Globaleconom_1920,D3_other_institution,0,681,0.0,True
oulad_BBB_2013B,ku_Accountancy_2021,D3_other_institution,0,723,0.0,True
oulad_BBB_2013B,ku_Globaleconom_2021,D3_other_institution,0,335,0.0,True
oulad_BBB_2013B,ukzn_ISTN101_2019,D3_other_institution,0,1056,0.0,True
oulad_BBB_2013B,ukzn_ISTN101_2020,D3_other_institution,0,978,0.0,True
oulad_BBB_2013B,ukzn_ISTN101_2021,D3_other_institution,0,741,0.0,True
oulad_BBB_2013B,ukzn_ISTN102_2018,D3_other_institution,0,257,0.0,True
oulad_BBB_2013B,ukzn_ISTN103_2019,D3_other_institution,0,1113,0.0,True
oulad_BBB_2013B,ukzn_ISTN103_2020,D3_other_institution,0,1082,0.0,True
oulad_BBB_2013B,ukzn_ISTN211_2019,D3_other_institution,0,280,0.0,True
oulad_BBB_2013B,ukzn_ISTN211_2021,D3_other_institution,0,327,0.0,True
oulad_BBB_2013B,ukzn_ISTN212_2018,D3_other_institution,0,238,0.0,True
oulad_BBB_2013B,ukzn_ISTN212_2019,D3_other_institution,0,264,0.0,True
oulad_BBB_2013B,ukzn_ISTN2IP_2018,D3_other_institution,0,99,0.0,True
oulad_BBB_2013B,ukzn_ISTN2IP_2019,D3_other_institution,0,116,0.0,True
oulad_BBB_2013B,ukzn_ISTN3ND_2018,D3_other_institution,0,144,0.0,True
oulad_BBB_2013B,ukzn_ISTN3ND_2019,D3_other_institution,0,223,0.0,True
oulad_BBB_2013B,ukzn_ISTN3SA_2018,D3_other_institution,0,141,0.0,True
oulad_BBB_2013B,ukzn_ISTN3SA_2019,D3_other_institution,0,195,0.0,True
oulad_BBB_2013B,zambia_ICT1110_2020,D3_other_institution,0,65,0.0,True
oulad_BBB_2013B,zambia_ICT1110_2021,D3_other_institution,0,52,0.0,True
oulad_BBB_2013B,oviedo_C1112_1415,D3_other_institution,1,199,0.005025125628140704,True
oulad_BBB_2013B,oviedo_C1127_1415,D3_other_institution,1,106,0.009433962264150943,True
oulad_BBB_2013B,oviedo_C1200_1415,D3_other_institution,0,107,0.0,True
oulad_BBB_2013B,oviedo_C1303_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2013B,oviedo_C174_1415,D3_other_institution,0,96,0.0,True
oulad_BBB_2013B,oviedo_C190_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2013B,oviedo_C1978_1415,D3_other_institution,0,164,0.0,True
oulad_BBB_2013B,oviedo_C2011_1415,D3_other_institution,1,120,0.008333333333333333,True
oulad_BBB_2013B,oviedo_C2024_1415,D3_other_institution,0,327,0.0,True
oulad_BBB_2013B,oviedo_C2150_1415,D3_other_institution,0,106,0.0,True
oulad_BBB_2013B,oviedo_C2271_1415,D3_other_institution,1,596,0.0016778523489932886,True
oulad_BBB_2013B,oviedo_C2335_1415,D3_other_institution,0,428,0.0,True
oulad_BBB_2013B,oviedo_C2406_1415,D3_other_institution,0,133,0.0,True
oulad_BBB_2013B,oviedo_C2468_1415,D3_other_institution,0,82,0.0,True
oulad_BBB_2013B,oviedo_C2607_1415,D3_other_institution,0,277,0.0,True
oulad_BBB_2013B,oviedo_C3022_1415,D3_other_institution,0,238,0.0,True
oulad_BBB_2013B,oviedo_C3029_1415,D3_other_institution,0,231,0.0,True
oulad_BBB_2013B,oviedo_C4189_1415,D3_other_institution,0,128,0.0,True
oulad_BBB_2013B,oviedo_C4213_1415,D3_other_institution,0,140,0.0,True
oulad_BBB_2013B,oviedo_C836_1415,D3_other_institution,0,87,0.0,True
oulad_BBB_2013J,oulad_AAA_2013J,D2_other_module,0,383,0.0,True
oulad_BBB_2013J,oulad_AAA_2014J,D2_other_module,0,365,0.0,True
oulad_BBB_2013J,oulad_BBB_2013B,D1_same_module,44,1767,0.02490096208262592,False
oulad_BBB_2013J,oulad_BBB_2014B,D1_same_module,55,1613,0.034097954122752634,False
oulad_BBB_2013J,oulad_BBB_2014J,D1_same_module,47,2292,0.02050610820244328,False
oulad_BBB_2013J,oulad_CCC_2014B,D2_other_module,0,1936,0.0,True
oulad_BBB_2013J,oulad_CCC_2014J,D2_other_module,0,2498,0.0,True
oulad_BBB_2013J,oulad_DDD_2013B,D2_other_module,2,1303,0.0015349194167306216,True
oulad_BBB_2013J,oulad_DDD_2013J,D2_other_module,1,1938,0.0005159958720330237,True
oulad_BBB_2013J,oulad_DDD_2014B,D2_other_module,1,1228,0.0008143322475570033,True
oulad_BBB_2013J,oulad_DDD_2014J,D2_other_module,2,1803,0.0011092623405435386,True
oulad_BBB_2013J,oulad_EEE_2013J,D2_other_module,0,1052,0.0,True
oulad_BBB_2013J,oulad_EEE_2014B,D2_other_module,0,694,0.0,True
oulad_BBB_2013J,oulad_EEE_2014J,D2_other_module,0,1188,0.0,True
oulad_BBB_2013J,oulad_FFF_2013B,D2_other_module,1,1614,0.0006195786864931846,True
oulad_BBB_2013J,oulad_FFF_2013J,D2_other_module,0,2283,0.0,True
oulad_BBB_2013J,oulad_FFF_2014B,D2_other_module,1,1500,0.0006666666666666666,True
oulad_BBB_2013J,oulad_FFF_2014J,D2_other_module,0,2365,0.0,True
oulad_BBB_2013J,ku_Accountancy_1819,D3_other_institution,0,752,0.0,True
oulad_BBB_2013J,ku_Globaleconom_1819,D3_other_institution,0,743,0.0,True
oulad_BBB_2013J,ku_Accountancy_1920,D3_other_institution,0,705,0.0,True
oulad_BBB_2013J,ku_Globaleconom_1920,D3_other_institution,0,681,0.0,True
oulad_BBB_2013J,ku_Accountancy_2021,D3_other_institution,0,723,0.0,True
oulad_BBB_2013J,ku_Globaleconom_2021,D3_other_institution,0,335,0.0,True
oulad_BBB_2013J,ukzn_ISTN101_2019,D3_other_institution,0,1056,0.0,True
oulad_BBB_2013J,ukzn_ISTN101_2020,D3_other_institution,0,978,0.0,True
oulad_BBB_2013J,ukzn_ISTN101_2021,D3_other_institution,0,741,0.0,True
oulad_BBB_2013J,ukzn_ISTN102_2018,D3_other_institution,0,257,0.0,True
oulad_BBB_2013J,ukzn_ISTN103_2019,D3_other_institution,0,1113,0.0,True
oulad_BBB_2013J,ukzn_ISTN103_2020,D3_other_institution,0,1082,0.0,True
oulad_BBB_2013J,ukzn_ISTN211_2019,D3_other_institution,0,280,0.0,True
oulad_BBB_2013J,ukzn_ISTN211_2021,D3_other_institution,0,327,0.0,True
oulad_BBB_2013J,ukzn_ISTN212_2018,D3_other_institution,0,238,0.0,True
oulad_BBB_2013J,ukzn_ISTN212_2019,D3_other_institution,0,264,0.0,True
oulad_BBB_2013J,ukzn_ISTN2IP_2018,D3_other_institution,0,99,0.0,True
oulad_BBB_2013J,ukzn_ISTN2IP_2019,D3_other_institution,0,116,0.0,True
oulad_BBB_2013J,ukzn_ISTN3ND_2018,D3_other_institution,0,144,0.0,True
oulad_BBB_2013J,ukzn_ISTN3ND_2019,D3_other_institution,0,223,0.0,True
oulad_BBB_2013J,ukzn_ISTN3SA_2018,D3_other_institution,0,141,0.0,True
oulad_BBB_2013J,ukzn_ISTN3SA_2019,D3_other_institution,0,195,0.0,True
oulad_BBB_2013J,zambia_ICT1110_2020,D3_other_institution,0,65,0.0,True
oulad_BBB_2013J,zambia_ICT1110_2021,D3_other_institution,0,52,0.0,True
oulad_BBB_2013J,oviedo_C1112_1415,D3_other_institution,0,199,0.0,True
oulad_BBB_2013J,oviedo_C1127_1415,D3_other_institution,0,106,0.0,True
oulad_BBB_2013J,oviedo_C1200_1415,D3_other_institution,0,107,0.0,True
oulad_BBB_2013J,oviedo_C1303_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2013J,oviedo_C174_1415,D3_other_institution,0,96,0.0,True
oulad_BBB_2013J,oviedo_C190_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2013J,oviedo_C1978_1415,D3_other_institution,0,164,0.0,True
oulad_BBB_2013J,oviedo_C2011_1415,D3_other_institution,1,120,0.008333333333333333,True
oulad_BBB_2013J,oviedo_C2024_1415,D3_other_institution,0,327,0.0,True
oulad_BBB_2013J,oviedo_C2150_1415,D3_other_institution,0,106,0.0,True
oulad_BBB_2013J,oviedo_C2271_1415,D3_other_institution,1,596,0.0016778523489932886,True
oulad_BBB_2013J,oviedo_C2335_1415,D3_other_institution,0,428,0.0,True
oulad_BBB_2013J,oviedo_C2406_1415,D3_other_institution,0,133,0.0,True
oulad_BBB_2013J,oviedo_C2468_1415,D3_other_institution,0,82,0.0,True
oulad_BBB_2013J,oviedo_C2607_1415,D3_other_institution,0,277,0.0,True
oulad_BBB_2013J,oviedo_C3022_1415,D3_other_institution,1,238,0.004201680672268907,True
oulad_BBB_2013J,oviedo_C3029_1415,D3_other_institution,1,231,0.004329004329004329,True
oulad_BBB_2013J,oviedo_C4189_1415,D3_other_institution,1,128,0.0078125,True
oulad_BBB_2013J,oviedo_C4213_1415,D3_other_institution,0,140,0.0,True
oulad_BBB_2013J,oviedo_C836_1415,D3_other_institution,0,87,0.0,True
oulad_BBB_2014B,oulad_AAA_2013J,D2_other_module,0,383,0.0,True
oulad_BBB_2014B,oulad_AAA_2014J,D2_other_module,0,365,0.0,True
oulad_BBB_2014B,oulad_BBB_2013B,D1_same_module,40,1767,0.022637238256932653,False
oulad_BBB_2014B,oulad_BBB_2013J,D1_same_module,55,2237,0.024586499776486366,False
oulad_BBB_2014B,oulad_BBB_2014J,D1_same_module,25,2292,0.010907504363001745,False
oulad_BBB_2014B,oulad_CCC_2014B,D2_other_module,0,1936,0.0,True
oulad_BBB_2014B,oulad_CCC_2014J,D2_other_module,0,2498,0.0,True
oulad_BBB_2014B,oulad_DDD_2013B,D2_other_module,1,1303,0.0007674597083653108,True
oulad_BBB_2014B,oulad_DDD_2013J,D2_other_module,4,1938,0.0020639834881320948,True
oulad_BBB_2014B,oulad_DDD_2014B,D2_other_module,0,1228,0.0,True
oulad_BBB_2014B,oulad_DDD_2014J,D2_other_module,1,1803,0.0005546311702717693,True
oulad_BBB_2014B,oulad_EEE_2013J,D2_other_module,0,1052,0.0,True
oulad_BBB_2014B,oulad_EEE_2014B,D2_other_module,0,694,0.0,True
oulad_BBB_2014B,oulad_EEE_2014J,D2_other_module,0,1188,0.0,True
oulad_BBB_2014B,oulad_FFF_2013B,D2_other_module,0,1614,0.0,True
oulad_BBB_2014B,oulad_FFF_2013J,D2_other_module,2,2283,0.0008760402978537013,True
oulad_BBB_2014B,oulad_FFF_2014B,D2_other_module,0,1500,0.0,True
oulad_BBB_2014B,oulad_FFF_2014J,D2_other_module,2,2365,0.0008456659619450317,True
oulad_BBB_2014B,ku_Accountancy_1819,D3_other_institution,0,752,0.0,True
oulad_BBB_2014B,ku_Globaleconom_1819,D3_other_institution,0,743,0.0,True
oulad_BBB_2014B,ku_Accountancy_1920,D3_other_institution,0,705,0.0,True
oulad_BBB_2014B,ku_Globaleconom_1920,D3_other_institution,0,681,0.0,True
oulad_BBB_2014B,ku_Accountancy_2021,D3_other_institution,0,723,0.0,True
oulad_BBB_2014B,ku_Globaleconom_2021,D3_other_institution,0,335,0.0,True
oulad_BBB_2014B,ukzn_ISTN101_2019,D3_other_institution,0,1056,0.0,True
oulad_BBB_2014B,ukzn_ISTN101_2020,D3_other_institution,0,978,0.0,True
oulad_BBB_2014B,ukzn_ISTN101_2021,D3_other_institution,0,741,0.0,True
oulad_BBB_2014B,ukzn_ISTN102_2018,D3_other_institution,0,257,0.0,True
oulad_BBB_2014B,ukzn_ISTN103_2019,D3_other_institution,0,1113,0.0,True
oulad_BBB_2014B,ukzn_ISTN103_2020,D3_other_institution,0,1082,0.0,True
oulad_BBB_2014B,ukzn_ISTN211_2019,D3_other_institution,0,280,0.0,True
oulad_BBB_2014B,ukzn_ISTN211_2021,D3_other_institution,0,327,0.0,True
oulad_BBB_2014B,ukzn_ISTN212_2018,D3_other_institution,0,238,0.0,True
oulad_BBB_2014B,ukzn_ISTN212_2019,D3_other_institution,0,264,0.0,True
oulad_BBB_2014B,ukzn_ISTN2IP_2018,D3_other_institution,0,99,0.0,True
oulad_BBB_2014B,ukzn_ISTN2IP_2019,D3_other_institution,0,116,0.0,True
oulad_BBB_2014B,ukzn_ISTN3ND_2018,D3_other_institution,0,144,0.0,True
oulad_BBB_2014B,ukzn_ISTN3ND_2019,D3_other_institution,0,223,0.0,True
oulad_BBB_2014B,ukzn_ISTN3SA_2018,D3_other_institution,0,141,0.0,True
oulad_BBB_2014B,ukzn_ISTN3SA_2019,D3_other_institution,0,195,0.0,True
oulad_BBB_2014B,zambia_ICT1110_2020,D3_other_institution,0,65,0.0,True
oulad_BBB_2014B,zambia_ICT1110_2021,D3_other_institution,0,52,0.0,True
oulad_BBB_2014B,oviedo_C1112_1415,D3_other_institution,0,199,0.0,True
oulad_BBB_2014B,oviedo_C1127_1415,D3_other_institution,0,106,0.0,True
oulad_BBB_2014B,oviedo_C1200_1415,D3_other_institution,0,107,0.0,True
oulad_BBB_2014B,oviedo_C1303_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2014B,oviedo_C174_1415,D3_other_institution,0,96,0.0,True
oulad_BBB_2014B,oviedo_C190_1415,D3_other_institution,0,112,0.0,True
oulad_BBB_2014B,oviedo_C1978_1415,D3_other_institution,0,164,0.0,True
oulad_BBB_2014B,oviedo_C2011_1415,D3_other_institution,0,120,0.0,True
oulad_BBB_2014B,oviedo_C2024_1415,D3_other_institution,0,327,0.0,True
oulad_BBB_2014B,oviedo_C2150_1415,D3_other_institution,0,106,0.0,True
oulad_BBB_2014B,oviedo_C2271_1415,D3_other_institution,0,596,0.0,True
oulad_BBB_2014B,oviedo_C2335_1415,D3_other_institution,0,428,0.0,True
oulad_BBB_2014B,oviedo_C2406_1415,D3_other_institution,0,133,0.0,True
oulad_BBB_2014B,oviedo_C2468_1415,D3_other_institution,0,82,0.0,True
oulad_BBB_2014B,oviedo_C2607_1415,D3_other_institution,0,277,0.0,True
oulad_BBB_2014B,oviedo_C3022_1415,D3_other_institution,1,238,0.004201680672268907,True
oulad_BBB_2014B,oviedo_C3029_1415,D3_other_institution,1,231,0.004329004329004329,True
oulad_BBB_2014B,oviedo_C4189_1415,D3_other_institution,0,128,0.0,True
oulad_BBB_2014B,oviedo_C4213_1415,D3_other_institution,0,140,0.0,True
oulad_BBB_2014B,oviedo_C836_1415,D3_other_institution,0,87,0.0,True
oulad_BBB_2014J,oulad_AAA_2013J,D2_other_module,0,383,0.0,True
oulad_BBB_2014J,oulad_AAA_2014J,D2_other_module,0,365,0.0,True
oulad_BBB_2014J,oulad_BBB_2013B,D1_same_module,15,1767,0.008488964346349746,True
oulad_BBB_2014J,oulad_BBB_2013J,D1_same_module,47,2237,0.02101028162717926,False
oulad_BBB_2014J,oulad_BBB_2014B,D1_same_module,25,1613,0.015499070055796652,False
oulad_BBB_2014J,oulad_CCC_2014B,D2_other_module,0,1936,0.0,True
oulad_BBB_2014J,oulad_CCC_2014J,D2_other_module,1,2498,0.00040032025620496394,True
oulad_BBB_2014J,oulad_DDD_2013B,D2_other_module,1,1303,0.0007674597083653108,True
oulad_BBB_2014J,oulad_DDD_2013J,D2_other_module,2,1938,0.0010319917440660474,True
