source,target,source_institution,target_institution,distance,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large,explanation_tau,explanation_jaccard_top3
oulad_AAA_2013J,oulad_DDD_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1228,0.7970181536411806,0.6998368678629691,0.7008130081300813,0.7577137076378352,0.32309746328437916,0.983739837398374,1.6128605077773073,0.21038029278557321,-0.16307256146829524,-0.14285714285714288,0.2
oulad_AAA_2013J,oulad_DDD_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1803,0.7938509726343554,0.7273684210526316,0.6963657678780774,0.718550106609808,0.34718100890207715,0.9722991689750693,1.7339816040178537,0.19910033453738743,-0.10875781786728356,0.6190476190476191,1.0
oulad_AAA_2013J,oulad_EEE_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1052,0.8139847361066324,0.8042488619119879,0.6717557251908397,0.5926421404682275,0.43792325056433407,0.9238095238095239,2.1937869504460927,0.17394273102521274,-0.035769063875254525,0.04761904761904762,0.5
oulad_AAA_2013J,oulad_EEE_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,694,0.8161151701036498,0.782608695652174,0.6998284734133791,0.6537342386032978,0.3916913946587537,0.9496402877697842,1.9556390495911875,0.17812389339507934,-0.05864004480726115,-0.14285714285714288,0.5
oulad_AAA_2013J,oulad_EEE_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1188,0.8358918128654971,0.813324080499653,0.7122994652406417,0.5957446808510638,0.43253968253968256,0.9159663865546218,2.15906362545018,0.16152379348029236,-0.012593049591678784,0.4285714285714286,0.5
oulad_AAA_2013J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1614,0.7273394464391107,0.7019027484143763,0.5778443113772455,0.6802943581357318,0.33052884615384615,0.8513931888544891,1.6516209216480116,0.23466309742401098,-0.11034240990507521,-0.23809523809523814,0.2
oulad_AAA_2013J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2283,0.7953557646480021,0.7479674796747967,0.6717095310136157,0.6845289541918754,0.36447811447811446,0.9474835886214442,1.8207954821740382,0.20559234057236753,-0.1225602328626606,-0.04761904761904762,0.5
oulad_AAA_2013J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1500,0.7529559864373451,0.6774394033561218,0.6268871315600287,0.7212276214833758,0.3203309692671395,0.9033333333333333,1.6016548463356974,0.22619876571139885,-0.12240428646926099,-0.4285714285714286,0.0
oulad_AAA_2013J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2365,0.8434867318596055,0.7723608445297505,0.7209411764705882,0.6908386382507611,0.37259615384615385,0.9830866807610994,1.8629807692307694,0.17904638143697366,-0.10611668704203814,0.14285714285714288,0.5
oulad_AAA_2013J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,756,0.45349236241891605,0.0,0.45871559633027525,0.4587155963302752,0.16444444444444445,0.24503311258278146,0.8233112582781457,0.5658636339872113,0.5839480213963559,-0.14285714285714288,0.2
oulad_AAA_2013J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,743,0.5023076923076923,0.00477326968973747,0.6091846298031866,0.6086142322097378,0.19076923076923077,0.4161073825503356,0.9512854930304595,0.40965581388502137,0.39651953777856463,-0.23809523809523814,0.2
oulad_AAA_2013J,ku_Accountancy_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,711,0.40634909130442665,0.0,0.48723404255319147,0.48723404255319147,0.13100436681222707,0.2112676056338028,0.6559444000246017,0.6174528353869789,0.6212988132062238,0.14285714285714288,0.2
oulad_AAA_2013J,ku_Globaleconom_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,681,0.3907185628742515,0.022988505747126436,0.39285714285714285,0.3938679245283019,0.12574850299401197,0.15441176470588236,0.6296671363156041,0.6073079547558172,0.6299911974219023,-0.04761904761904762,0.2
oulad_AAA_2013J,ku_Accountancy_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,725,0.4194682317936065,0.0,0.4607218683651805,0.4607218683651805,0.14746543778801843,0.2206896551724138,0.7373271889400921,0.6478701107060015,0.6529045772479095,-0.14285714285714288,0.2
oulad_AAA_2013J,ku_Globaleconom_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,335,0.4858574689684691,0.011494252873563218,0.6532258064516129,0.6546184738955823,0.2147239263803681,0.5223880597014925,1.0736196319018405,0.41795022532762566,0.39262880255945737,-0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1056,0.4165150079776625,0.05752212389380531,0.2947019867549669,0.2967741935483871,0.14673913043478262,0.12796208530805686,0.7343910982897176,0.6264082666260306,0.6756225859569973,-0.4285714285714286,0.0
oulad_AAA_2013J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,978,0.5293161398036071,0.557427258805513,0.11076923076923077,0.09542356377799414,0.1836734693877551,0.04591836734693878,0.9164931278633903,0.38565772579682855,0.5326490773797368,0.4285714285714286,0.2
oulad_AAA_2013J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,741,0.5208245540103947,0.38882421420256114,0.15730337078651685,0.15671641791044774,0.25396825396825395,0.10810810810810811,1.2715572715572716,0.45812575509829656,0.5783092918411463,-0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,257,0.4938530967942733,0.17674418604651163,0.4080267558528428,0.4184615384615385,0.2647058823529412,0.35294117647058826,1.3339100346020762,0.47395682445147,0.4922870916439573,0.4285714285714286,0.5
oulad_AAA_2013J,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1113,0.4266236162361623,0.009779951100244499,0.4247159090909091,0.4246284501061571,0.16666666666666666,0.2242152466367713,0.8318385650224216,0.4987807463351863,0.5301852228641901,-0.33333333333333337,0.0
oulad_AAA_2013J,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1082,0.5356728564363114,0.16113744075829384,0.20198376916140667,0.19214703425229743,0.20869565217391303,0.1111111111111111,1.0454106280193236,0.5631904304922636,0.664291196423049,-0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,280,0.42528735632183906,0.4610951008645533,0.12206572769953052,0.12709030100334448,0.05263157894736842,0.017857142857142856,0.2631578947368421,0.46178461216716665,0.5731371545093156,-0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,327,0.43197343453510434,0.10975609756097561,0.10429447852760736,0.09883720930232558,0.0,0.0,0.0,0.6589320502558313,0.7646486167549972,-0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,238,0.582532802249297,0.37037037037037035,0.34334763948497854,0.3120567375886525,0.29545454545454547,0.2708333333333333,1.464962121212121,0.3962033899492379,0.4704673601836019,0.14285714285714288,0.2
oulad_AAA_2013J,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,264,0.5206992706992707,0.2803030303030303,0.2803030303030303,0.2745098039215686,0.19047619047619047,0.1509433962264151,0.9487870619946092,0.47284557976442954,0.5523299937862628,-0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,99,0.6135135135135135,0.4329896907216495,0.45544554455445546,0.40322580645161293,0.28,0.35,1.386,0.36614899440517845,0.4060223662264016,-0.5238095238095238,0.0
oulad_AAA_2013J,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,116,0.5131899350649349,0.5652173913043478,0.3617021276595745,0.3888888888888889,0.21428571428571427,0.2608695652173913,1.0807453416149067,0.34195554787373494,0.3169844923524435,0.33333333333333337,0.5
oulad_AAA_2013J,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,144,0.5720911474087518,0.3508771929824561,0.5747126436781609,0.5671641791044776,0.2631578947368421,0.5172413793103449,1.3067150635208713,0.3399184217127737,0.28648232665966095,-0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,223,0.5363128491620112,0.5454545454545454,0.34065934065934067,0.32958801498127344,0.20454545454545456,0.2,1.0136363636363637,0.3207565528987388,0.35183682355408863,-0.23809523809523814,0.2
oulad_AAA_2013J,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,141,0.5660660660660661,0.6214689265536724,0.3619047619047619,0.3508771929824561,0.1,0.10714285714285714,0.5035714285714286,0.3333710691504122,0.3471208788262997,0.33333333333333337,0.5
oulad_AAA_2013J,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,195,0.361764705882353,0.3893805309734513,0.15853658536585366,0.22727272727272727,0.08,0.05128205128205128,0.4,0.4741488196196867,0.5261279455255033,-0.33333333333333337,0.2
oulad_AAA_2013J,zambia_ICT1110_2020,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,65,0.43367346938775514,0.2777777777777778,0.723404255319149,0.8596491228070176,0.1836734693877551,0.6923076923076923,0.9183673469387755,0.2888216325598212,-0.10595477405409348,0.23809523809523814,0.5
oulad_AAA_2013J,zambia_ICT1110_2021,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,52,0.59765625,0.5238095238095238,0.6774193548387096,0.761904761904762,0.21875,0.7,1.1375,0.26775267156262195,-0.04210499188606465,0.23809523809523814,0.2
oulad_AAA_2013J,oviedo_C1112_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,199,0.5504680504680504,0.4266666666666667,0.6532258064516129,0.7035830618892508,0.2222222222222222,0.6,1.1055555555555554,0.2928372238861986,0.09443980861040846,-0.04761904761904762,0.2
oulad_AAA_2013J,oviedo_C1127_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.4820130118637581,0.3146067415730337,0.5040650406504065,0.5379310344827586,0.1794871794871795,0.3333333333333333,0.905982905982906,0.380862727797566,0.31903353534887696,-0.33333333333333337,0.2
oulad_AAA_2013J,oviedo_C1200_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,107,0.5052688953488372,0.3611111111111111,0.676056338028169,0.7485380116959064,0.1875,0.5714285714285714,0.9553571428571429,0.3190402645169178,0.10115025951385215,-0.04761904761904762,0.5
oulad_AAA_2013J,oviedo_C1303_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.4809523809523809,0.07692307692307693,0.7209302325581395,0.7692307692307693,0.21428571428571427,0.6818181818181818,1.0909090909090908,0.30816226616306075,0.1514446078623798,-0.14285714285714288,0.5
oulad_AAA_2013J,oviedo_C174_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,96,0.6570806100217865,0.48717948717948717,0.6491228070175439,0.6382978723404256,0.26666666666666666,0.631578947368421,1.3473684210526315,0.2919321923879436,0.1922658073608079,-0.23809523809523814,0.2
oulad_AAA_2013J,oviedo_C190_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.4575699132111861,0.22535211267605634,0.6405228758169934,0.7052023121387282,0.16393442622950818,0.45454545454545453,0.8345752608047691,0.3365173355361887,0.16499528111710082,-0.14285714285714288,0.5
oulad_AAA_2013J,oviedo_C1978_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,164,0.5666912306558585,0.4624277456647399,0.4,0.43809523809523815,0.2826086956521739,0.3939393939393939,1.4044795783926216,0.3589191120870715,0.3373319828944997,-0.04761904761904762,0.2
oulad_AAA_2013J,oviedo_C2011_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,120,0.6069967266775778,0.4126984126984127,0.3508771929824561,0.3561643835616438,0.38461538461538464,0.4166666666666667,1.9230769230769231,0.4027255106457195,0.4434985515313504,-0.5238095238095238,0.0
oulad_AAA_2013J,oviedo_C2024_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,327,0.5679370629370629,0.056338028169014086,0.2756756756756757,0.27440633245382584,0.2692307692307692,0.2153846153846154,1.3544378698224853,0.5195287762648285,0.6136112562527286,-0.14285714285714288,0.0
oulad_AAA_2013J,oviedo_C2150_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.6105065666041275,0.6428571428571429,0.6,0.5578231292517007,0.2926829268292683,0.5714285714285714,1.4773519163763065,0.293433684460084,0.18138000234309093,-0.23809523809523814,0.5
oulad_AAA_2013J,oviedo_C2271_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,596,0.5319594445668944,0.16666666666666666,0.5663265306122449,0.5860023724792408,0.242914979757085,0.5042016806722689,1.216616201136325,0.373811796911205,0.3198137185621524,-0.14285714285714288,0.2
oulad_AAA_2013J,oviedo_C2335_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,428,0.5237256371814093,0.1,0.7931034482758621,0.807799442896936,0.21379310344827587,0.7209302325581395,1.0639935846030473,0.27700235542839646,0.17961578070786566,-0.5238095238095238,0.0
oulad_AAA_2013J,oviedo_C2406_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,133,0.5614457831325302,0.3695652173913043,0.6666666666666666,0.7685185185185186,0.24096385542168675,0.7407407407407407,1.186970102632753,0.27404027668896297,0.02093179630474773,-0.33333333333333337,0.0
oulad_AAA_2013J,oviedo_C2468_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,82,0.5800118976799524,0.2962962962962963,0.6545454545454545,0.6666666666666666,0.2682926829268293,0.6875,1.375,0.33081354218280185,0.2369061402555036,-0.4285714285714286,0.2
oulad_AAA_2013J,oviedo_C2607_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,277,0.5194399677679291,0.10126582278481013,0.8505263157894737,0.8482328482328483,0.19607843137254902,0.7272727272727273,0.9875222816399287,0.22106000372315548,0.13580223471003805,-0.14285714285714288,0.0
oulad_AAA_2013J,oviedo_C3022_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,238,0.5342993079584775,0.1693121693121693,0.4529616724738676,0.4444444444444445,0.20588235294117646,0.2916666666666667,1.0208333333333335,0.5063125080401938,0.5314446514607787,0.23809523809523814,0.5
oulad_AAA_2013J,oviedo_C3029_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,231,0.48450764006791175,0.4056603773584906,0.496,0.49511400651465803,0.14473684210526316,0.2391304347826087,0.7268306636155606,0.3810489732110913,0.31433534761751364,-0.14285714285714288,0.0
oulad_AAA_2013J,oviedo_C4189_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,128,0.5,0.0,0.6382978723404256,0.6382978723404256,0.2833333333333333,0.6538461538461539,1.3948717948717948,0.49229844020233404,0.49322915840644876,0.5238095238095238,1.0
oulad_AAA_2013J,oviedo_C4213_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,140,0.5733417032852061,0.6966292134831461,0.47058823529411764,0.592964824120603,0.2711864406779661,0.5714285714285714,1.3559322033898304,0.2608756084740911,0.00637404723754903,-0.04761904761904762,0.2
oulad_AAA_2013J,oviedo_C836_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,87,0.6678118393234672,0.6216216216216216,0.72,0.6717557251908397,0.2727272727272727,0.7058823529411765,1.3957219251336899,0.24101375452260854,0.06099842741752437,0.33333333333333337,0.5
oulad_AAA_2014J,oulad_AAA_2013J,OULAD,OULAD,D1_same_module,raw,gradient_boosting,383,0.6805755395683453,0.8355704697986577,0.4235294117647059,0.430327868852459,0.3523809523809524,0.4805194805194805,1.7527520098948672,0.18723623336060144,0.00021086323958585673,0.4285714285714286,0.5
oulad_AAA_2014J,oulad_AAA_2014J,OULAD,OULAD,D0_within_cohort,raw,gradient_boosting,365,0.6861942405420667,0.8111111111111111,0.4631578947368421,0.469601677148847,0.36607142857142855,0.5616438356164384,1.8303571428571428,0.1991440586678638,-0.005427164729984724,1.0,1.0
oulad_AAA_2014J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1767,0.7516186706489668,0.5704607046070461,0.6919339164237124,0.7059685097034054,0.3630705394190871,0.9915014164305949,1.8174097539759968,0.21581289002843704,0.04989226545111081,0.04761904761904762,0.2
oulad_AAA_2014J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2237,0.7758371500864775,0.5849256900212314,0.698069498069498,0.684891240446796,0.37510729613733906,0.9776286353467561,1.8772148131078916,0.21787484557084666,0.09939985634857518,0.14285714285714288,0.5
oulad_AAA_2014J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1613,0.7733620339004103,0.5930930930930931,0.7138331573389651,0.7090836334533814,0.3600451467268623,0.9876160990712074,1.7979963519208324,0.2178574910574985,0.08193684491361153,-0.4285714285714286,0.2
oulad_AAA_2014J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2292,0.7787619548001949,0.7253022092538558,0.6983981693363844,0.6643356643356644,0.39210526315789473,0.9759825327510917,1.9622385658469317,0.19508829497866736,0.021648641526785473,0.4285714285714286,0.5
oulad_AAA_2014J,oulad_CCC_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1936,0.7888344654436794,0.6419036564132328,0.7128897161470451,0.7933935805546899,0.30243519245875883,0.9948320413436692,1.5129574485792172,0.2032232963559933,-0.14455867915920229,0.04761904761904762,0.2
oulad_AAA_2014J,oulad_CCC_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2498,0.7639161731146757,0.6727129337539433,0.6626016260162602,0.7450389349409695,0.3310856372218476,0.982,1.6541038435603508,0.21216308111059468,-0.12240220900404408,-0.5238095238095238,0.2
oulad_AAA_2014J,oulad_DDD_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1303,0.7460537052147467,0.6431718061674009,0.6093247588424437,0.7566793893129771,0.31651954602774274,0.9616858237547893,1.5801722930044015,0.2504544016709458,-0.2029584940342588,-0.23809523809523814,0.2
oulad_AAA_2014J,oulad_DDD_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1938,0.7504005499471916,0.6720484359233098,0.6568109820485745,0.7279291106005907,0.3408476104598738,0.9742268041237113,1.7024811058536993,0.22241434643611074,-0.11478331718435597,-0.14285714285714288,0.5
oulad_AAA_2014J,oulad_DDD_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1228,0.7466684876982811,0.6395348837209303,0.6533546325878594,0.7577137076378352,0.32443257676902537,0.9878048780487805,1.6195252206193622,0.23121380855505694,-0.15020820756366848,-0.14285714285714288,0.5
oulad_AAA_2014J,oulad_DDD_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1803,0.762774255912238,0.6818428184281843,0.6666666666666666,0.718550106609808,0.34817012858555885,0.9750692520775623,1.738921722547819,0.21157278428979615,-0.09774283773801745,0.23809523809523814,0.5
oulad_AAA_2014J,oulad_EEE_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1052,0.7993027833068309,0.8147058823529412,0.6612903225806451,0.5926421404682275,0.45372460496614,0.9571428571428572,2.272944211544663,0.17003714773773398,-0.05224800713543071,0.14285714285714288,0.5
oulad_AAA_2014J,oulad_EEE_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,694,0.7820528804993809,0.7642079806529625,0.6524064171122995,0.6537342386032978,0.4065281899109792,0.9856115107913669,2.029716286318126,0.18966439221209733,-0.07553976198705004,-0.14285714285714288,0.5
oulad_AAA_2014J,oulad_EEE_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1188,0.8217824654228163,0.82088565763384,0.6859791425260718,0.5957446808510638,0.4583333333333333,0.9705882352941176,2.28781512605042,0.16152936830850984,-0.047947685570153054,0.14285714285714288,0.2
oulad_AAA_2014J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1614,0.7556845428388747,0.7288750648004148,0.5973826020015397,0.6802943581357318,0.3545673076923077,0.913312693498452,1.771738806858776,0.2297238538510563,-0.16368304088300545,-0.33333333333333337,0.0
oulad_AAA_2014J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2283,0.7917981181679812,0.7381489841986456,0.6352201257861635,0.6845289541918754,0.3686868686868687,0.9584245076586433,1.841820834162191,0.21098226664883762,-0.1410202125716974,-0.4285714285714286,0.2
oulad_AAA_2014J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1500,0.786146897434229,0.7004270896888346,0.639235855988244,0.7212276214833758,0.34278959810874704,0.9666666666666667,1.7139479905437354,0.22582154210055297,-0.16770050498413075,-0.33333333333333337,0.2
oulad_AAA_2014J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2365,0.8412342469526893,0.7734229189996267,0.7040468064358849,0.6908386382507611,0.3766025641025641,0.9936575052854123,1.8830128205128205,0.18041248062049872,-0.1253918263323225,-0.23809523809523814,0.5
oulad_AAA_2014J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,756,0.6042937853107344,0.5019108280254777,0.4621733149931224,0.4587155963302752,0.27555555555555555,0.4105960264900662,1.3796026490066224,0.4012369417043707,0.3860590243988489,-0.04761904761904762,0.2
oulad_AAA_2014J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,743,0.5696503496503496,0.5057471264367817,0.5645569620253165,0.6086142322097378,0.24615384615384617,0.5369127516778524,1.227465152297367,0.35357332652305334,0.2312986531380773,0.33333333333333337,0.2
oulad_AAA_2014J,ku_Accountancy_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,711,0.6194078530141877,0.37871674491392804,0.4929757343550447,0.48723404255319147,0.2838427947598253,0.45774647887323944,1.4212128667199704,0.4711809768943653,0.470559828020513,0.04761904761904762,0.5
oulad_AAA_2014J,ku_Globaleconom_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,681,0.5649246254572566,0.6452353616532721,0.37067209775967414,0.3938679245283019,0.281437125748503,0.34558823529411764,1.4092550193730187,0.33953912788361407,0.29129304354007035,-0.23809523809523814,0.0
oulad_AAA_2014J,ku_Accountancy_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,725,0.5175260350520701,0.24476650563607086,0.43425814234016885,0.4607218683651805,0.2626728110599078,0.3931034482758621,1.3133640552995391,0.3804657555792493,0.3853376274169832,0.14285714285714288,0.5
oulad_AAA_2014J,ku_Globaleconom_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,335,0.49666500214010556,0.6084788029925187,0.4163568773234201,0.6546184738955823,0.25153374233128833,0.6119402985074627,1.2576687116564418,0.30086504667530084,-0.04691592957596752,0.04761904761904762,0.5
oulad_AAA_2014J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1056,0.6306622706422018,0.7337357478202549,0.3607085346215781,0.2967741935483871,0.2717391304347826,0.23696682464454977,1.359983515351329,0.28656241386261794,0.3223530162415106,0.23809523809523814,0.5
oulad_AAA_2014J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,978,0.6220865095230773,0.7516425755584757,0.12903225806451613,0.09542356377799414,0.3469387755102041,0.08673469387755102,1.7311536859641816,0.2986276977031924,0.4202537359670512,0.33333333333333337,0.2
oulad_AAA_2014J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,741,0.7339982207238844,0.6542605288932419,0.23427331887201736,0.15671641791044774,0.4603174603174603,0.19594594594594594,2.3046975546975546,0.3270932444897194,0.4649484387580417,0.04761904761904762,0.2
oulad_AAA_2014J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,257,0.608076563958917,0.28193832599118945,0.43205574912891986,0.4184615384615385,0.22058823529411764,0.29411764705882354,1.1115916955017302,0.4825631526486779,0.5199308517315415,0.14285714285714288,0.2
