cohort_id,institution,module,n_students,n_failed,pass_rate,mean_cum_clicks
ukzn_ISTN3SA_2018,UKZN,ISTN3SA,141,30,0.7872340425531915,97.26241134751773
ukzn_ISTN3SA_2019,UKZN,ISTN3SA,195,25,0.8717948717948718,101.60512820512821
zambia_ICT1110_2020,Zambia,ICT1110,65,49,0.24615384615384617,94.44615384615385
zambia_ICT1110_2021,Zambia,ICT1110,52,32,0.38461538461538464,125.17307692307692
oviedo_C1112_1415,Oviedo,C1112,199,108,0.457286432160804,90.92462311557789
oviedo_C1127_1415,Oviedo,C1127,106,39,0.6320754716981132,53.990566037735846
oviedo_C1200_1415,Oviedo,C1200,107,64,0.40186915887850466,156.19626168224298
oviedo_C1303_1415,Oviedo,C1303,112,70,0.375,36.61607142857143
oviedo_C174_1415,Oviedo,C174,96,45,0.53125,226.11458333333334
oviedo_C190_1415,Oviedo,C190,112,61,0.45535714285714285,122.0
oviedo_C1978_1415,Oviedo,C1978,164,46,0.7195121951219512,51.96341463414634
oviedo_C2011_1415,Oviedo,C2011,120,26,0.7833333333333333,47.125
oviedo_C2024_1415,Oviedo,C2024,327,52,0.8409785932721713,48.80428134556575
oviedo_C2150_1415,Oviedo,C2150,106,41,0.6132075471698113,203.49056603773585
oviedo_C2271_1415,Oviedo,C2271,596,247,0.5855704697986577,32.149328859060404
oviedo_C2335_1415,Oviedo,C2335,428,290,0.32242990654205606,8.177570093457945
oviedo_C2406_1415,Oviedo,C2406,133,83,0.37593984962406013,147.41353383458647
oviedo_C2468_1415,Oviedo,C2468,82,41,0.5,69.04878048780488
oviedo_C2607_1415,Oviedo,C2607,277,204,0.26353790613718414,20.815884476534297
oviedo_C3022_1415,Oviedo,C3022,238,68,0.7142857142857143,8.878151260504202
oviedo_C3029_1415,Oviedo,C3029,231,76,0.670995670995671,68.61471861471861
oviedo_C4189_1415,Oviedo,C4189,128,60,0.53125,0.7734375
oviedo_C4213_1415,Oviedo,C4213,140,59,0.5785714285714286,231.77857142857144
oviedo_C836_1415,Oviedo,C836,87,44,0.4942528735632184,62.724137931034484
