target,target_institution,k,seed,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large
oulad_AAA_2014J,OULAD,50,2,0.7307600837138508,0.8400770712909441,0.25225225225225223,0.4671532846715329,0.375,0.5714285714285714,1.8749999999999998,0.187611345403984,-0.09377935486010347
oulad_AAA_2014J,OULAD,100,2,0.7321061291649528,0.8461538461538461,0.22727272727272727,0.4548104956268222,0.41025641025641024,0.6037735849056604,2.051282051282051,0.17941138023326308,-0.06836662940515051
oulad_AAA_2014J,OULAD,0,3,0.7149209486166008,0.8195121951219512,0.034782608695652174,0.469601677148847,0.33035714285714285,0.5068493150684932,1.6517857142857142,0.20200954688845038,-0.09668978692239844
oulad_AAA_2014J,OULAD,25,3,0.7347880149211825,0.8132635253054101,0.0,0.47874720357941836,0.40186915887850466,0.6323529411764706,2.0093457943925235,0.2047894592764202,-0.11391019676551264
oulad_AAA_2014J,OULAD,50,3,0.7552207363986079,0.8060836501901141,0.019230769230769232,0.49282296650717705,0.4174757281553398,0.6825396825396826,2.087378640776699,0.20849563379889907,-0.131174517970298
oulad_AAA_2014J,OULAD,100,3,0.7503332000533119,0.8272727272727273,0.15555555555555556,0.47262247838616717,0.3780487804878049,0.5849056603773585,1.8902439024390245,0.1920573658075524,-0.08707805659307072
oulad_AAA_2014J,OULAD,0,4,0.7408596837944663,0.8214285714285714,0.03508771929824561,0.469601677148847,0.4017857142857143,0.6164383561643836,2.008928571428571,0.18981258126637046,-0.08786409334100373
oulad_AAA_2014J,OULAD,25,4,0.7355824682814303,0.8464285714285714,0.2833333333333333,0.4615384615384615,0.37254901960784315,0.5588235294117647,1.8627450980392157,0.18084695128440084,-0.06715799677994544
oulad_AAA_2014J,OULAD,50,4,0.7383704337899544,0.8471953578336557,0.3008849557522124,0.4671532846715329,0.375,0.5714285714285714,1.8749999999999998,0.1820385888649752,-0.06937838175104649
oulad_AAA_2014J,OULAD,100,4,0.7327991157778392,0.8564814814814815,0.3673469387755102,0.45029239766081874,0.37662337662337664,0.5471698113207547,1.8831168831168832,0.1704036973401929,-0.02917532715779969
oulad_BBB_2013B,OULAD,0,0,0.8182664334471872,0.6249027237354086,0.0,0.7059685097034054,0.3412863070539419,0.9320113314447592,1.7083651687374373,0.3175159467417211,-0.3314017184700682
oulad_BBB_2013B,OULAD,25,0,0.8372968237572799,0.6851932262266609,0.3861134631668078,0.7062755291496472,0.34279705573080965,0.9367816091954023,1.7159553766754898,0.2696578151213973,-0.2858652091943641
oulad_BBB_2013B,OULAD,50,0,0.8402604618572277,0.6945945945945946,0.4415156507413509,0.7065913370998118,0.35181236673773986,0.9620991253644315,1.76111321775131,0.23354065533288823,-0.23263512885409432
oulad_BBB_2013B,OULAD,100,0,0.8559816793094733,0.7419678714859438,0.61698956780924,0.7077519379844961,0.3548740416210296,0.972972972972973,1.7765015837304994,0.2002023700192967,-0.19260119651818347
oulad_BBB_2013B,OULAD,0,1,0.7931105088284081,0.6251459711950175,0.002072538860103627,0.7059685097034054,0.32468879668049794,0.886685552407932,1.6252835799842487,0.34065768367077776,-0.3507663881032143
oulad_BBB_2013B,OULAD,25,1,0.8152119883040936,0.6857638888888888,0.3864406779661017,0.7057949479940564,0.33157894736842103,0.9051724137931034,1.6598003629764067,0.29013401133311756,-0.3032000392672739
oulad_BBB_2013B,OULAD,50,1,0.8312991506763133,0.6902654867256637,0.403747870528109,0.7051282051282052,0.34545454545454546,0.9416909620991254,1.729287039491121,0.25053977753822615,-0.25379789922754725
oulad_BBB_2013B,OULAD,100,1,0.838395539266287,0.7104761904761905,0.5072933549432739,0.7032283158304161,0.34845132743362833,0.9459459459459459,1.7443494379335085,0.203108808985498,-0.16408764877753929
oulad_BBB_2013B,OULAD,0,2,0.8153087746676106,0.6249027237354086,0.0,0.7059685097034054,0.34854771784232363,0.9518413597733711,1.7447133638169572,0.3095927261006413,-0.324879636179981
oulad_BBB_2013B,OULAD,25,2,0.8311131249858815,0.691131498470948,0.40836820083682007,0.7053140096618358,0.35932560590094836,0.9798850574712644,1.7986931191938278,0.2593047839024187,-0.2714129126663186
oulad_BBB_2013B,OULAD,50,2,0.8236384988078833,0.6972804279982167,0.42989084802686817,0.7041509433962264,0.35262593783494106,0.9591836734693877,1.7651858170921102,0.24086451509300502,-0.23215193019768632
oulad_BBB_2013B,OULAD,100,2,0.8371978747804376,0.703962703962704,0.4659377628259041,0.7062475746992627,0.36153846153846153,0.987987987987988,1.80986370986371,0.22184412239747173,-0.20242421699415175
oulad_BBB_2013B,OULAD,0,3,0.788388847837208,0.6251459711950175,0.002072538860103627,0.7059685097034054,0.28734439834024894,0.7847025495750708,1.4383500052895746,0.33663788099469394,-0.3473100382603791
oulad_BBB_2013B,OULAD,25,3,0.7769976227714313,0.6263823064770933,0.0063025210084033615,0.7053140096618358,0.3066385669125395,0.8362068965517241,1.5349551251771374,0.3072679695227099,-0.3048207939540342
oulad_BBB_2013B,OULAD,50,3,0.8089890793410919,0.6254019292604501,0.014799154334038054,0.7070783132530121,0.3397231096911608,0.9300291545189504,1.7005964412236825,0.28740318907148266,-0.28970460355794747
oulad_BBB_2013B,OULAD,100,3,0.8471421612405619,0.7550908090258668,0.7066578773895847,0.7032283158304161,0.3561946902654867,0.9669669669669669,1.7831127587764755,0.18204468988403466,-0.1309641216179937
oulad_BBB_2013B,OULAD,0,4,0.8278085808921938,0.6268540202966433,0.01646090534979424,0.7059685097034054,0.34647302904564314,0.9461756373937678,1.7343281652228086,0.29227202126027285,-0.3108233733748995
oulad_BBB_2013B,OULAD,25,4,0.8386653859643529,0.7027268663388466,0.4667201283079391,0.7048327137546468,0.3470464135021097,0.9454022988505747,1.7372265871283767,0.22658906634798343,-0.2341639054746517
oulad_BBB_2013B,OULAD,50,4,0.8395484348821891,0.7442099845599588,0.6666666666666666,0.7031722054380665,0.3523093447905478,0.956268221574344,1.7636010058465614,0.19757206402680244,-0.17382725974481866
oulad_BBB_2013B,OULAD,100,4,0.8427685686592026,0.7468834688346884,0.6863666890530558,0.705242718446602,0.3590308370044053,0.978978978978979,1.7973105263854163,0.19297247337110304,-0.17005876140626314
oulad_BBB_2013J,OULAD,0,0,0.8165976715136761,0.6479298881837413,0.0,0.684891240446796,0.3587982832618026,0.9351230425055929,1.7955967777553747,0.3740550266249986,-0.3940055418449987
oulad_BBB_2013J,OULAD,25,0,0.8410796708809952,0.7256392536281963,0.48104575163398694,0.686070686070686,0.3696969696969697,0.9660633484162896,1.8501576854518031,0.26620825253428354,-0.29364802770530973
oulad_BBB_2013J,OULAD,50,0,0.8372379731563866,0.7281690140845071,0.49674054758800523,0.6853020739404869,0.3605263157894737,0.9405034324942791,1.8042815849692881,0.22882487928707346,-0.23787500597392208
oulad_BBB_2013J,OULAD,100,0,0.8401003937836928,0.7619423608369522,0.6536473291211947,0.684923076923077,0.36208445642407905,0.9437939110070258,1.812118228052124,0.19197875579326296,-0.1645362796942395
oulad_BBB_2013J,OULAD,0,1,0.7842050477227596,0.6479298881837413,0.0,0.684891240446796,0.2944206008583691,0.767337807606264,1.4734203224164917,0.37490412147405666,-0.38501673017788157
oulad_BBB_2013J,OULAD,25,1,0.828838133491464,0.7262647262647263,0.48634590377113135,0.6856803327391563,0.35528596187175043,0.9276018099547512,1.778037438145502,0.28544032577314926,-0.3099683228584783
oulad_BBB_2013J,OULAD,50,1,0.8080928191716608,0.7279077890324834,0.48444738583719393,0.6845112781954886,0.36203866432337434,0.9427917620137299,1.8118502491423791,0.25105470634975874,-0.24802963643579112
oulad_BBB_2013J,OULAD,100,1,0.8157324315552164,0.7285765507350305,0.49023569023569025,0.6837080381890976,0.37117117117117115,0.9648711943793911,1.857594362512395,0.2199985404787358,-0.1970907964176845
oulad_BBB_2013J,OULAD,0,2,0.7992245051566205,0.6479298881837413,0.0,0.684891240446796,0.3150214592274678,0.8210290827740492,1.576516788124934,0.35738596871355927,-0.3712854152889884
oulad_BBB_2013J,OULAD,25,2,0.7682312816012157,0.6495726495726496,0.0,0.6833333333333332,0.3606271777003484,0.9366515837104072,1.8047676856859067,0.2976724114947639,-0.2914993303629495
oulad_BBB_2013J,OULAD,50,2,0.8189766047594326,0.7324929971988795,0.49670619235836627,0.6821331726423622,0.3710247349823322,0.9610983981693364,1.8568217286186737,0.21979354793578812,-0.19420039717489612
oulad_BBB_2013J,OULAD,100,2,0.7976758667263049,0.729807005003574,0.4878048780487805,0.6824907521578297,0.36133694670280037,0.936768149882904,1.8083771782292375,0.22630548424303965,-0.19130567097532275
oulad_BBB_2013J,OULAD,0,3,0.7946267855998976,0.6479298881837413,0.0,0.684891240446796,0.3021459227467811,0.7874720357941835,1.5120814970571577,0.373882286215444,-0.39111774231810736
oulad_BBB_2013J,OULAD,25,3,0.8259387091172974,0.6470948012232416,0.0,0.6856803327391563,0.3587521663778163,0.9366515837104072,1.7953841448591166,0.28872403870534585,-0.31084380322342386
oulad_BBB_2013J,OULAD,50,3,0.8457729660882025,0.7398431931575196,0.5344387755102041,0.686091919495344,0.37653239929947463,0.9839816933638444,1.8843852569060662,0.22754981798660534,-0.24001428324467916
oulad_BBB_2013J,OULAD,100,3,0.8327040746474572,0.7300900900900901,0.5003335557038026,0.6861358745773133,0.36200716845878134,0.9461358313817331,1.8117314262211144,0.2170994996670028,-0.20563230451461956
oulad_BBB_2013J,OULAD,0,4,0.7945519185189929,0.6479298881837413,0.0,0.684891240446796,0.3184549356223176,0.8299776286353467,1.5936995324096745,0.38202941472956353,-0.3945012175313475
oulad_BBB_2013J,OULAD,25,4,0.807692276188019,0.7247994419253575,0.4932562620423892,0.686070686070686,0.36103896103896105,0.9434389140271493,1.806828465651995,0.24934757887745393,-0.2549827284614023
oulad_BBB_2013J,OULAD,50,4,0.8145750599038188,0.7399702823179792,0.5838287752675386,0.6853020739404869,0.3631578947368421,0.9473684210526315,1.8174515235457063,0.20485855873138933,-0.18058136247844897
oulad_BBB_2013J,OULAD,100,4,0.833628706790665,0.7531055900621118,0.6254416961130742,0.6845183133271777,0.3723021582733813,0.9695550351288056,1.8632545953869222,0.18310455242098667,-0.13264063796919084
oulad_BBB_2014B,OULAD,0,0,0.7991684805052459,0.6213675213675214,0.0,0.7090836334533814,0.33860045146726864,0.9287925696594427,1.6909056601136354,0.3210170525447459,-0.32951533285933676
oulad_BBB_2014B,OULAD,25,0,0.8175335382448052,0.6227233304423244,0.0,0.707892595606184,0.34942528735632183,0.9559748427672956,1.7449287934649027,0.28678416631674125,-0.2963908076185315
oulad_BBB_2014B,OULAD,50,0,0.8400682281193776,0.7390374331550802,0.6114649681528662,0.7093311312964493,0.36437718277066355,1.0,1.8195576251455179,0.23215748220428642,-0.241841385087479
oulad_BBB_2014B,OULAD,100,0,0.8449853470800084,0.7515777395295468,0.6625097427903351,0.7101449275362319,0.3637454981992797,1.0,1.816326530612245,0.19735166959988154,-0.18718706261971718
oulad_BBB_2014B,OULAD,0,1,0.7865908942715821,0.6213675213675214,0.0,0.7090836334533814,0.3239277652370203,0.8885448916408669,1.6176330815087114,0.3362366865630349,-0.3558620458415077
oulad_BBB_2014B,OULAD,25,1,0.8009572329159957,0.6211396259243149,0.0068415051311288486,0.7094676960585128,0.35738831615120276,0.9811320754716981,1.7846938554972014,0.2868719769430027,-0.2994473192505459
oulad_BBB_2014B,OULAD,50,1,0.8251329369215548,0.7177914110429447,0.5282051282051282,0.7103960396039604,0.3612078977932636,0.9936102236421726,1.8037314512807385,0.2570100014586929,-0.27364761459098835
oulad_BBB_2014B,OULAD,100,1,0.833466586185474,0.7445742904841403,0.6265256305939788,0.7095948827292112,0.3605769230769231,0.9900990099009901,1.8005045696877378,0.2198397261757041,-0.2164001244930278
oulad_BBB_2014B,OULAD,0,2,0.7602635836068323,0.6213675213675214,0.0,0.7090836334533814,0.309255079006772,0.848297213622291,1.5443605029037872,0.32225523137906303,-0.3210453560095
oulad_BBB_2014B,OULAD,25,2,0.8059434982969346,0.6197305519339418,0.0,0.7105156313438895,0.36228571428571427,0.9968553459119497,1.80915004492363,0.2803790910981888,-0.28230037857063
oulad_BBB_2014B,OULAD,50,2,0.8193522075635897,0.7188940092165899,0.5319693094629157,0.7103960396039604,0.3623693379790941,0.9968051118210862,1.80953123086685,0.24406813211802966,-0.24269917962584492
oulad_BBB_2014B,OULAD,100,2,0.8261379895077102,0.7202983484283431,0.5430809399477807,0.711243611584327,0.362874251497006,1.0,1.8119760479041918,0.21869887533649549,-0.20904298733109739
oulad_BBB_2014B,OULAD,0,3,0.8120751969347422,0.6213675213675214,0.0,0.7090836334533814,0.3611738148984199,0.9907120743034056,1.8036327041212112,0.31420781251902374,-0.3455303149867811
oulad_BBB_2014B,OULAD,25,3,0.8358599640531296,0.7255200405885337,0.5510373443983403,0.7073667073667074,0.36478711162255467,0.9968553459119497,1.8216412995491096,0.22357693256670308,-0.2257455377614107
oulad_BBB_2014B,OULAD,50,3,0.8363879573271366,0.7597633136094675,0.7172701949860725,0.7050538525269263,0.36662749706227965,0.9968051118210862,1.8307948175985402,0.1877499436190241,-0.15044606849805808
oulad_BBB_2014B,OULAD,100,3,0.8286050324955225,0.7511520737327189,0.6651162790697674,0.7024013722126929,0.36874236874236876,0.9966996699669967,1.8412779006838411,0.1906806247955025,-0.13956467444951953
oulad_BBB_2014B,OULAD,0,4,0.7962163999987579,0.6213675213675214,0.0,0.7090836334533814,0.3611738148984199,0.9907120743034056,1.8036327041212112,0.29505312021083124,-0.30651295100362097
oulad_BBB_2014B,OULAD,25,4,0.8254262962624919,0.7206030150753768,0.5311973018549747,0.7084180561203742,0.3639494833524684,0.9968553459119497,1.8174584263010058,0.22754587045436792,-0.23152654858305477
oulad_BBB_2014B,OULAD,50,4,0.8391207072176949,0.7449035812672177,0.6468344774980931,0.7093311312964493,0.36437718277066355,1.0,1.8195576251455179,0.19491202549305192,-0.17830973104492404
oulad_BBB_2014B,OULAD,100,4,0.8370604124002543,0.768170426065163,0.7412587412587412,0.7101449275362319,0.3637454981992797,1.0,1.816326530612245,0.17862468450648838,-0.13456146104484462
oulad_BBB_2014J,OULAD,0,0,0.8071606968810916,0.6689895470383276,0.0,0.6643356643356644,0.3894736842105263,0.9694323144104804,1.9490691794989656,0.262970442508936,-0.24070849921179904
oulad_BBB_2014J,OULAD,25,0,0.8264626997173136,0.6676461945342345,0.0,0.6656856974690994,0.3881520778072502,0.9690949227373068,1.9424740847440094,0.2515838222474103,-0.23770098673616252
oulad_BBB_2014J,OULAD,50,0,0.8346894618272045,0.7499160792212152,0.5049833887043189,0.6666666666666666,0.39072256913470116,0.9776785714285714,1.9553571428571428,0.21915938452302267,-0.2059997679072283
oulad_BBB_2014J,OULAD,100,0,0.845688154506652,0.7860394537177542,0.6773455377574371,0.6646360036551934,0.39413382218148485,0.9817351598173516,1.9724688087256046,0.17682108310210443,-0.13412661563404948
oulad_BBB_2014J,OULAD,0,1,0.7748446637426902,0.6689895470383276,0.0,0.6643356643356644,0.35789473684210527,0.8908296943231441,1.7910365433233737,0.30140025243894714,-0.2860293034329277
oulad_BBB_2014J,OULAD,25,1,0.8187724457216334,0.7500823180770497,0.49298597194388777,0.6637194223401119,0.3747779751332149,0.9315673289183223,1.87554452456291,0.2456202819364325,-0.23569387124447078
oulad_BBB_2014J,OULAD,50,1,0.8253373176137291,0.7492447129909365,0.5036544850498339,0.6642835865355973,0.3811659192825112,0.9486607142857143,1.9075312299807816,0.2105566759083133,-0.18526884116550696
oulad_BBB_2014J,OULAD,100,1,0.8338990176490177,0.7759562841530054,0.62477120195241,0.6650426309378806,0.38553113553113555,0.9611872146118722,1.9294160937996556,0.19542612119677688,-0.16162518463118664
oulad_BBB_2014J,OULAD,0,2,0.7388527199074075,0.6684133915574964,0.008703220191470844,0.6643356643356644,0.3175438596491228,0.7903930131004366,1.589105952654562,0.2959782393753686,-0.26727937355125864
oulad_BBB_2014J,OULAD,25,2,0.8019851647752922,0.6690161527165932,0.001771479185119575,0.6641131408367708,0.37710736468500444,0.9381898454746137,1.8872017566024395,0.25210947739975204,-0.22811657051440776
oulad_BBB_2014J,OULAD,50,2,0.822538531263902,0.7489191885600266,0.4888287068381855,0.6634873323397913,0.3836477987421384,0.953125,1.9199517070979335,0.21834029239181083,-0.19154541545878156
oulad_BBB_2014J,OULAD,100,2,0.8378643435925229,0.75,0.4930939226519337,0.6638220054861323,0.39669421487603307,0.9863013698630136,1.9852824634891881,0.19988147646451743,-0.1676014432428568
oulad_BBB_2014J,OULAD,0,3,0.786244745979532,0.6689895470383276,0.0,0.6643356643356644,0.37105263157894736,0.9235807860262009,1.8568834750632037,0.2858565548282904,-0.2708882853580038
oulad_BBB_2014J,OULAD,25,3,0.8213708597724626,0.7505750903713441,0.4909456740442656,0.6625368731563421,0.3784505788067676,0.9381898454746137,1.8939237575164287,0.23854007043545972,-0.2139963412179925
oulad_BBB_2014J,OULAD,50,3,0.8335442332792156,0.747523061154766,0.525369299935774,0.662291169451074,0.36936936936936937,0.9151785714285714,1.8484958172458172,0.20436414789655424,-0.16722719024433536
oulad_BBB_2014J,OULAD,100,3,0.8454861443551307,0.7880373831775701,0.668227033352838,0.6630070143336383,0.39650413983440663,0.9840182648401826,1.9843312203584915,0.18242626451305724,-0.1344564345867315
oulad_BBB_2014J,OULAD,0,4,0.8092261360867447,0.6691838512924775,0.0017528483786152498,0.6643356643356644,0.37894736842105264,0.9432314410480349,1.8963916341071017,0.2534952615232986,-0.23782996798602934
oulad_BBB_2014J,OULAD,25,4,0.8253693668730337,0.7505766062602965,0.494996664442962,0.6637194223401119,0.39342806394316165,0.977924944812362,1.9688773089605904,0.2076392578041252,-0.1751407418168215
oulad_BBB_2014J,OULAD,50,4,0.8343722668805811,0.7879017013232514,0.6949429037520392,0.6634873323397913,0.3917340521114106,0.9732142857142857,1.9604190732896931,0.18408100416658524,-0.14029861511770003
oulad_BBB_2014J,OULAD,100,4,0.8355460788362395,0.7799101674152715,0.7214470284237726,0.6617826617826618,0.39114391143911437,0.9680365296803652,1.9575056024532849,0.1687228266105721,-0.08888220307006228
oulad_CCC_2014B,OULAD,0,0,0.8647545790931033,0.5101962293189688,0.0,0.7933935805546899,0.30243519245875883,0.9948320413436692,1.5129574485792172,0.34145721551247554,-0.41852739451966087
oulad_CCC_2014B,OULAD,25,0,0.8612762365173454,0.6170009551098377,0.5358796296296297,0.7927984838913456,0.30278884462151395,0.9947643979057592,1.5147368640620762,0.2744625529867957,-0.34025527410531436
oulad_CCC_2014B,OULAD,50,0,0.8626566713272745,0.6185567010309279,0.5521613832853026,0.7933461292386436,0.3024193548387097,0.9946949602122016,1.5128989475485584,0.24474839579839233,-0.29462000099979985
oulad_CCC_2014B,OULAD,100,0,0.8699526594263436,0.72552783109405,0.7965860597439545,0.7893175074183977,0.30492898913951544,0.9945504087193461,1.525475814877794,0.17580902947681276,-0.17368723855117973
oulad_CCC_2014B,OULAD,0,1,0.8506094201533414,0.5101962293189688,0.0,0.7933935805546899,0.29772191673212883,0.979328165374677,1.4893788909390218,0.352122363345786,-0.4157063788096248
oulad_CCC_2014B,OULAD,25,1,0.8525504879099064,0.592391304347826,0.4423791821561338,0.7935606060606061,0.3031026252983294,0.9973821989528796,1.5163065888615377,0.2806247446109179,-0.3364251041734708
oulad_CCC_2014B,OULAD,50,1,0.8610066900286715,0.6161274746499276,0.5326278659611993,0.793732011512632,0.3037872683319903,1.0,1.5197421434327156,0.24612864958559888,-0.29138699139800794
oulad_CCC_2014B,OULAD,100,1,0.8641983021088834,0.6781807714450202,0.7111111111111111,0.7925024662939822,0.30456431535269707,1.0,1.5236514522821578,0.18774681883905403,-0.1899453033681019
oulad_CCC_2014B,OULAD,0,2,0.8454216177981254,0.5101962293189688,0.0,0.7933935805546899,0.29615082482325217,0.9741602067183462,1.4815193717256232,0.3616135007758679,-0.41967312879749763
oulad_CCC_2014B,OULAD,25,2,0.864944688946791,0.6049096804075961,0.48707155742633795,0.7935606060606061,0.3038981702466189,1.0,1.5202863961813844,0.2680401572074447,-0.32752529303461647
oulad_CCC_2014B,OULAD,50,2,0.8560627434335364,0.6225490196078431,0.5554272517321016,0.7933461292386436,0.3032258064516129,0.9973474801061007,1.516933344742021,0.2380294270213697,-0.2777562722716067
oulad_CCC_2014B,OULAD,100,2,0.8612907683803206,0.6946107784431138,0.7452547452547452,0.7928994082840237,0.3034825870646766,0.997275204359673,1.5182398633535321,0.18798386013203294,-0.19360263901852487
oulad_CCC_2014B,OULAD,0,3,0.8543748274583265,0.5101962293189688,0.0,0.7933935805546899,0.3016496465043205,0.9922480620155039,1.509027688972518,0.38700778451771756,-0.4604293947753241
oulad_CCC_2014B,OULAD,25,3,0.8684434270765206,0.6760259179265659,0.6954314720812182,0.7912713472485768,0.30455635491606714,0.9973821989528796,1.5235790425251423,0.23132282389156547,-0.2925874851852344
oulad_CCC_2014B,OULAD,50,3,0.8631797413362629,0.7203551046290425,0.7990888382687927,0.7933461292386436,0.2991935483870968,0.9840848806366048,1.496761358774707,0.1965628150066409,-0.22937086931752332
oulad_CCC_2014B,OULAD,100,3,0.8607959937992998,0.7283702213279678,0.8143053645116919,0.7936925098554534,0.30049668874172186,0.989100817438692,1.5033022357760255,0.17606457293363983,-0.17622289662352203
oulad_CCC_2014B,OULAD,0,4,0.8402190049988212,0.5101962293189688,0.0,0.7933935805546899,0.2969363707776905,0.9767441860465116,1.4854491313323224,0.35716612617319216,-0.42872776807472796
oulad_CCC_2014B,OULAD,25,4,0.8674784594521554,0.611189468735308,0.512094395280236,0.7939413064058062,0.3036565977742448,1.0,1.5190779014308426,0.26597109373023287,-0.33629875016697675
