target,target_institution,pool,n_source_cohorts,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large
ukzn_ISTN3SA_2019,UKZN,P_out_other_institutions,47,raw,gradient_boosting,195,0.5752941176470587,0.8862275449101796,0.32142857142857145,0.22727272727272727,0.36,0.23076923076923078,1.8000000000000003,0.19744692718503387,0.2940187195070137
zambia_ICT1110_2020,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,65,0.4387755102040817,0.20512820512820512,0.6593406593406593,0.8596491228070176,0.20408163265306123,0.7692307692307693,1.0204081632653061,0.38718836379228955,-0.1257598453397888
zambia_ICT1110_2020,Zambia,P_out_other_institutions,61,raw,gradient_boosting,65,0.4681122448979592,0.37333333333333335,0.14545454545454545,0.8596491228070176,0.1836734693877551,0.6923076923076923,0.9183673469387755,0.43072222577468616,-0.44697565142116347
zambia_ICT1110_2021,Zambia,P_in_leave_one_cohort_out,1,raw,gradient_boosting,52,0.4875,0.35294117647058826,0.6857142857142857,0.761904761904762,0.21875,0.7,1.1375,0.3544401936071849,0.08807266769764421
zambia_ICT1110_2021,Zambia,P_out_other_institutions,61,raw,gradient_boosting,52,0.5484375,0.5428571428571428,0.058823529411764705,0.761904761904762,0.21875,0.7,1.1375,0.40107064487581057,-0.3784330808435339
oviedo_C1112_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,199,0.6677350427350428,0.6717557251908397,0.36764705882352944,0.7035830618892508,0.28703703703703703,0.775,1.4280092592592593,0.2461724559063543,-0.1514427908923517
oviedo_C1112_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,199,0.6689051689051689,0.6618181818181819,0.24390243902439024,0.7035830618892508,0.3425925925925926,0.925,1.7043981481481483,0.30158289166287305,-0.28786903304182815
oviedo_C1127_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.5730960581706851,0.8048780487804879,0.3333333333333333,0.5379310344827586,0.3076923076923077,0.5714285714285714,1.5531135531135531,0.22013702264479929,0.020983289235096347
oviedo_C1127_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.606582472254114,0.8072289156626506,0.30434782608695654,0.5379310344827586,0.3333333333333333,0.6190476190476191,1.6825396825396828,0.22439972219472737,-0.13123639263002754
oviedo_C1200_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,107,0.6331758720930232,0.6290322580645161,0.4888888888888889,0.7485380116959064,0.265625,0.8095238095238095,1.353422619047619,0.27584692215913886,-0.2145560019283841
oviedo_C1200_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,107,0.6969476744186047,0.6060606060606061,0.36585365853658536,0.7485380116959064,0.265625,0.8095238095238095,1.353422619047619,0.31554530773644013,-0.3031249864225922
oviedo_C1303_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.5962585034013606,0.5272727272727272,0.543859649122807,0.7692307692307693,0.24285714285714285,0.7727272727272727,1.2363636363636363,0.2518682153607374,-0.14799348180120436
oviedo_C1303_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.5860544217687075,0.5490196078431373,0.028169014084507043,0.7692307692307693,0.2571428571428571,0.8181818181818182,1.309090909090909,0.334060489988696,-0.32260609421174913
oviedo_C174_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,96,0.7956427015250546,0.7272727272727273,0.7096774193548387,0.6382978723404256,0.3111111111111111,0.7368421052631579,1.5719298245614035,0.191425768059183,-0.020380166088785623
oviedo_C174_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,96,0.7381263616557734,0.7096774193548387,0.47058823529411764,0.6382978723404256,0.3333333333333333,0.7894736842105263,1.6842105263157896,0.20320560777393207,-0.052053749092499046
oviedo_C190_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,112,0.4053359048537448,0.5531914893617021,0.24096385542168675,0.7052023121387282,0.16393442622950818,0.45454545454545453,0.8345752608047691,0.30651208315004197,-0.1512483143092786
oviedo_C190_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,112,0.45644487303117964,0.5753424657534246,0.20512820512820512,0.7052023121387282,0.21311475409836064,0.5909090909090909,1.0849478390462,0.34614726754923036,-0.24754007821403218
oviedo_C1978_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,164,0.6899410464259396,0.7522123893805309,0.45098039215686275,0.43809523809523815,0.34782608695652173,0.48484848484848486,1.7285902503293806,0.21872186283629508,0.18828173900835504
oviedo_C1978_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,164,0.6599115696389094,0.8549618320610687,0.42424242424242425,0.43809523809523815,0.3695652173913043,0.5151515151515151,1.8366271409749668,0.18391847421439617,0.09720573819612016
oviedo_C2011_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,120,0.6972176759410803,0.757396449704142,0.4225352112676056,0.3561643835616438,0.46153846153846156,0.5,2.3076923076923075,0.21525165796331705,0.24320870206641687
oviedo_C2011_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,120,0.7056055646481179,0.8481675392670157,0.40816326530612246,0.3561643835616438,0.38461538461538464,0.4166666666666667,1.9230769230769231,0.1942386208880458,0.20309469495624816
oviedo_C2024_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,327,0.6080769230769231,0.8155339805825242,0.31654676258992803,0.27440633245382584,0.34615384615384615,0.27692307692307694,1.7414201183431954,0.21673147675643156,0.29193904497882595
oviedo_C2024_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,327,0.5707342657342658,0.9136212624584718,0.0,0.27440633245382584,0.3269230769230769,0.26153846153846155,1.6446745562130178,0.13335108852461003,0.029704050081673428
oviedo_C2150_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,106,0.5242026266416511,0.717948717948718,0.21428571428571427,0.5578231292517007,0.24390243902439024,0.47619047619047616,1.2311265969802554,0.24403929104604172,0.008257263705381324
oviedo_C2150_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,106,0.3572232645403377,0.6967741935483871,0.17543859649122806,0.5578231292517007,0.12195121951219512,0.23809523809523808,0.6155632984901277,0.3074480741409931,-0.0808268801515502
oviedo_C2271_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,596,0.618302147257056,0.7383512544802867,0.38309859154929576,0.5860023724792408,0.29959514170040485,0.6218487394957983,1.500493314734801,0.23428769533829213,-0.05149089582997318
oviedo_C2271_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,596,0.6673549644443929,0.7457264957264957,0.0703125,0.5860023724792408,0.31983805668016196,0.6638655462184874,1.601877998162828,0.26187999169803416,-0.19726260058956485
oviedo_C2335_1415,Oviedo,P_in_leave_one_cohort_out,19,raw,gradient_boosting,428,0.4923788105947027,0.35294117647058826,0.64,0.807799442896936,0.2103448275862069,0.7093023255813954,1.046832397754611,0.272474544507145,-0.15453082779189842
oviedo_C2335_1415,Oviedo,P_out_other_institutions,43,raw,gradient_boosting,428,0.5262118940529735,0.3305785123966942,0.7361563517915309,0.807799442896936,0.20689655172413793,0.6976744186046512,1.0296712109061747,0.28963504657887923,0.09965884275214021
