source,target,source_institution,target_institution,distance,representation,model,n_target,auc,f1_pass,f1_fail,f1_fail_baseline,recall_at_flag20,precision_at_flag20,lift_at_flag20,brier,calibration_in_large,explanation_tau,explanation_jaccard_top3,auc_local,auc_loss,d_prevalence,d_scale,d_length,d_shape
oulad_AAA_2013J,oulad_DDD_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1803,0.8123669933758954,0.7458847736625515,0.7027677496991577,0.718550106609808,0.3481701285855588,0.9750692520775625,1.738921722547819,0.1994863515180318,-0.1455344960149894,-0.3333333333333333,0.2,0.8530757625713116,0.04070876919541622,0.2865806771134271,0.37006307184585446,1,0.22927823679834036
oulad_AAA_2013J,oulad_EEE_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1052,0.8365580995377836,0.8333333333333334,0.6978609625668449,0.5926421404682275,0.4695259593679458,0.9904761904761904,2.352101472643233,0.1544410871016207,-0.065181464471578,0.4285714285714286,1.0,0.8449313717858904,0.0083732722481068,0.14695122556562656,0.01914751082111832,0,0.13913499162533702
oulad_AAA_2013J,oulad_EEE_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,694,0.857695600495391,0.8101571946795647,0.7201426024955436,0.6537342386032978,0.4065281899109792,0.9856115107913668,2.029716286318126,0.1608181824767228,-0.1077607317682752,0.2380952380952381,0.5,0.8568394716937219,-0.000856128801669076,0.21143934206665105,0.10549284108746122,4,0.1913443626673775
oulad_AAA_2013J,oulad_EEE_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1188,0.8452467975494292,0.8403693931398417,0.7186046511627907,0.5957446808510638,0.4583333333333333,0.9705882352941176,2.28781512605042,0.145713893469834,-0.0474884843183721,0.0476190476190476,0.2,0.8618769145084935,0.016630116959064245,0.15009098821109257,0.06297587224909054,0,0.16907386685454573
oulad_AAA_2013J,oulad_FFF_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1614,0.8186256578300216,0.7494949494949495,0.6025641025641025,0.6802943581357318,0.3689903846153846,0.9504643962848296,1.8438095379852344,0.2246886250976905,-0.2054019710115397,-0.1428571428571428,0.5,0.8306302872319495,0.012004629401927924,0.241338031130998,0.20146693115299869,4,0.17657160605611014
oulad_AAA_2013J,oulad_FFF_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2283,0.8371335116768908,0.7655172413793103,0.6871165644171779,0.6845289541918754,0.3737373737373737,0.9715536105032824,1.8670512565479744,0.1893486940718692,-0.1380783018588915,-0.6190476190476191,0.0,0.8779076918346325,0.0407741801577417,0.2462165008937669,0.0744144805501456,0,0.13303804142092363
oulad_AAA_2013J,oulad_FFF_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1500,0.8353856247424469,0.741190765492102,0.6853766617429837,0.7212276214833758,0.3451536643026004,0.9733333333333334,1.7257683215130026,0.207191488803946,-0.1843968579836806,-0.7142857142857143,0.2,0.8598143087455989,0.024428684003152012,0.28984856396866837,0.02066039721506845,4,0.1541041899788636
oulad_AAA_2013J,oulad_FFF_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2365,0.8700054375272593,0.8033729398236872,0.7581329561527581,0.6908386382507611,0.3774038461538461,0.9957716701902748,1.8870192307692304,0.1608500761446338,-0.1233123424366768,-0.0476190476190476,0.0,0.8971514674150081,0.027146029887748724,0.25354412422236816,0.04227475752682561,0,0.15643227378001803
oulad_AAA_2013J,ku_Accountancy_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,752,0.6092312635281385,0.6343115124153499,0.4757281553398058,0.4590163934426229,0.2991071428571428,0.4466666666666666,1.4995238095238097,0.2932091173690851,0.2491320819209823,-0.1428571428571428,0.2,0.6260399756493507,0.016808712121212155,0.02372090439420027,0.684304564793159,26,0.694165800312681
oulad_AAA_2013J,ku_Globaleconom_1819,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,743,0.5841921236658079,0.0642201834862385,0.6114285714285714,0.6086142322097378,0.2492307692307692,0.5436241610738255,1.242808466701084,0.3886082035978001,0.3799924270741891,0.6190476190476191,1.0,0.5915421420684579,0.007350018402650038,0.1632644455299066,1.004182643712176,24,0.6737743243792743
oulad_AAA_2013J,ku_Accountancy_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,705,0.6093982031482031,0.7233584499461787,0.4656964656964657,0.4822389666307858,0.3392857142857143,0.5390070921985816,1.6964285714285714,0.2533715143391711,0.1244443994421636,0.3333333333333333,0.5,0.6089016557766558,-0.0004965473715473623,0.043579060422569094,0.6118829023928308,26,0.7042693395340471
oulad_AAA_2013J,ku_Globaleconom_1920,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,681,0.5611267736899741,0.7280334728033473,0.3596059113300492,0.3938679245283019,0.3353293413173652,0.4117647058823529,1.6791123635082776,0.2495342519382714,0.2009668039107315,0.5238095238095238,1.0,0.5858011603252639,0.024674386635289758,0.028923829570244974,0.3716926965793627,24,0.5753841822670109
oulad_AAA_2013J,ku_Accountancy_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,723,0.447841332456717,0.5574516496018203,0.3139329805996472,0.4600638977635782,0.1712962962962963,0.2551724137931034,0.8541187739463602,0.2992767056009963,0.201602429831379,-0.0476190476190476,0.2,0.64944480970122,0.201603477244503,0.02460375069066012,0.02572232156828546,26,0.5731274276283648
oulad_AAA_2013J,ku_Globaleconom_2021,OULAD,KU Leuven,D3_other_institution,raw,gradient_boosting,335,0.5648273648166642,0.6312997347480106,0.5255972696245734,0.6546184738955823,0.2760736196319018,0.6716417910447762,1.3803680981595094,0.265706004691682,-0.0066981655901766,0.2380952380952381,0.5,0.587262804965045,0.022435440148380836,0.21241572814777288,0.3386924364764373,24,0.5981506121017441
oulad_AAA_2013J,ukzn_ISTN101_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1056,0.605392401276426,0.2143579373104145,0.3081032947462155,0.2967741935483871,0.2880434782608695,0.2511848341232227,1.441582526272409,0.4933769553668645,0.580061968952531,0.0476190476190476,0.2,0.6696188173115277,0.06422641603510171,0.09990901178890743,0.5924543505545049,6,0.5567976953420818
oulad_AAA_2013J,ukzn_ISTN101_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,978,0.5278992113530019,0.4510288065843621,0.0998650472334682,0.0954235637779941,0.2448979591836734,0.0612244897959183,1.221990837151187,0.4228707671389205,0.5685547687693179,0.0476190476190476,0.2,0.7177456558511456,0.1898464444981437,0.2240491865425791,0.5178207322576007,4,0.5436678924400977
oulad_AAA_2013J,ukzn_ISTN101_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,741,0.6899611368637917,0.6458536585365854,0.2056892778993435,0.1567164179104477,0.3809523809523809,0.1621621621621621,1.9073359073359075,0.3061371160148816,0.4255629521076834,0.2380952380952381,0.5,0.7943999625415555,0.10443882567776386,0.18913119311635185,0.09071062092651043,15,0.5383427437845467
oulad_AAA_2013J,ukzn_ISTN102_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,257,0.6078820417055711,0.0105263157894736,0.419753086419753,0.4184615384615385,0.3235294117647059,0.4313725490196078,1.630334486735871,0.5461222833856264,0.5948582760742103,0.5238095238095238,0.5,0.5453625894802365,-0.06251945222533462,0.009559996342615729,1.1244764752747123,20,0.6698238214732001
oulad_AAA_2013J,ukzn_ISTN103_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1113,0.6291266912669125,0.0122249388753056,0.4261363636363636,0.4246284501061571,0.3033333333333333,0.4080717488789238,1.5139461883408074,0.5538102581342801,0.6018314530487181,0.3333333333333333,0.5,0.6532164821648216,0.02408979089790919,0.004609657055590355,1.1244764752747123,20,0.6631344394499512
oulad_AAA_2013J,ukzn_ISTN103_2020,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,1082,0.6059709545434108,0.0345177664974619,0.193384223918575,0.1921470342522974,0.3304347826086956,0.1759259259259259,1.6552334943639293,0.6533083475834918,0.7435149724699649,0.0476190476190476,0.2,0.6516613461624926,0.04569039161908184,0.16786677799066618,1.101969134276861,25,0.6314794118397348
oulad_AAA_2013J,ukzn_ISTN211_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,280,0.6423674127848356,0.6699751861042184,0.1528662420382165,0.1270903010033444,0.3684210526315789,0.125,1.842105263157895,0.3263389683666471,0.431619835261987,0.3333333333333333,0.5,0.7341197822141561,0.09175236942932052,0.2062942931741888,0.6190378332805675,2,0.5521633718761656
oulad_AAA_2013J,ukzn_ISTN211_2021,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,327,0.6203984819734345,0.0317460317460317,0.1002949852507374,0.0988372093023255,0.3529411764705882,0.0923076923076923,1.7755656108597286,0.6237097991451738,0.752406691651614,0.5238095238095238,0.5,0.802371916508539,0.1819734345351045,0.2221636684472338,0.7753850341404916,20,0.6440360128529338
oulad_AAA_2013J,ukzn_ISTN212_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,238,0.714386129334583,0.0792079207920792,0.3211678832116788,0.3120567375886525,0.3636363636363636,0.3333333333333333,1.8030303030303028,0.5105341156248427,0.6082316066667143,0.3333333333333333,0.2,0.6538191190253047,-0.06056701030927836,0.08927748645149969,1.018423082826786,21,0.650544290823379
oulad_AAA_2013J,ukzn_ISTN212_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,264,0.6196374946374946,0.0611353711790393,0.2809364548494983,0.2745098039215686,0.3571428571428571,0.2830188679245283,1.778975741239892,0.5636871459525139,0.654344303459105,0.8095238095238096,1.0,0.6991634491634491,0.07952595452595446,0.11506052694042257,0.9704995305096032,20,0.6642916482994812
oulad_AAA_2013J,ukzn_ISTN2IP_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,99,0.7178378378378378,0.2790697674418604,0.4464285714285714,0.4032258064516129,0.32,0.4,1.584,0.4573306349842437,0.529102771796029,0.7142857142857143,0.5,0.8137837837837838,0.09594594594594597,0.021626183506079144,1.0331463396474925,19,0.6413029963943802
oulad_AAA_2013J,ukzn_ISTN2IP_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,116,0.5903003246753248,0.7006369426751592,0.3733333333333333,0.3888888888888889,0.2142857142857142,0.2608695652173913,1.0807453416149069,0.2866846710534775,0.2064824452081444,0.1428571428571428,0.2,0.599025974025974,0.008725649350649234,0.032772125686504006,0.7512513544237722,6,0.6065769334653821
oulad_AAA_2013J,ukzn_ISTN3ND_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,144,0.5203670094777173,0.0224719101123595,0.5628140703517588,0.5671641791044776,0.175438596491228,0.3448275862068966,0.8711433756805809,0.4301996979886207,0.4297335281202896,-0.0476190476190476,0.2,0.5361968138737648,0.01582980439604753,0.12168189730200174,1.1244764752747123,21,0.6649053006755358
oulad_AAA_2013J,ukzn_ISTN3ND_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,223,0.4746698831894362,0.1047120418848167,0.3294117647058823,0.3295880149812734,0.1363636363636363,0.1333333333333333,0.6757575757575758,0.527803698409173,0.5874484127614209,0.1428571428571428,0.5,0.6686135093956324,0.19394362620619615,0.07684201899097287,0.6175973859172603,20,0.5966751580211519
oulad_AAA_2013J,ukzn_ISTN3SA_2018,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,141,0.5782282282282283,0.6878306878306878,0.3655913978494624,0.3508771929824561,0.2666666666666666,0.2857142857142857,1.3428571428571427,0.3031500066550214,0.2673820713143099,-0.6190476190476191,0.0,0.543993993993994,-0.03423423423423433,0.061385478584523145,0.6859846229111807,3,0.5398509606609158
oulad_AAA_2013J,ukzn_ISTN3SA_2019,OULAD,UKZN,D3_other_institution,raw,gradient_boosting,195,0.4650588235294118,0.6264150943396226,0.208,0.2272727272727272,0.2,0.1282051282051282,1.0,0.3602731247676428,0.3825351796786862,0.1428571428571428,0.5,0.5823529411764706,0.11729411764705883,0.14594630782620344,0.6147307452656571,4,0.5024990675121224
oulad_AAA_2013J,zambia_ICT1110_2020,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,65,0.5471938775510203,0.3396226415094339,0.5454545454545454,0.8596491228070176,0.2244897959183673,0.8461538461538461,1.1224489795918366,0.3773038438568693,-0.2823401296876577,-0.2380952380952381,0.2,0.5982142857142858,0.051020408163265474,0.4796947178148222,0.8009391386128798,4,0.46705305138725495
oulad_AAA_2013J,zambia_ICT1110_2021,OULAD,Zambia,D3_other_institution,raw,gradient_boosting,52,0.6609375,0.5882352941176471,0.6037735849056604,0.761904761904762,0.28125,0.9,1.4625,0.281276611961971,-0.1875184226880573,-0.0476190476190476,0.2,0.45546875,-0.20546874999999998,0.34123317935328373,0.6504462975321916,3,0.5417109000659915
oulad_AAA_2013J,oviedo_C1112_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,199,0.5721916971916972,0.3623188405797101,0.6615384615384615,0.7035830618892508,0.2037037037037037,0.55,1.013425925925926,0.2900575621208751,0.1695737823392072,-0.0476190476190476,0.2,0.7575295075295075,0.18533781033781038,0.26856213180786437,0.7671905555252201,15,0.5967734982259302
oulad_AAA_2013J,oviedo_C1127_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.512246460007654,0.4646464646464646,0.5309734513274337,0.5379310344827586,0.2051282051282051,0.3809523809523809,1.0354090354090355,0.3833490137518036,0.3173284780659961,0.2380952380952381,0.2,0.5855338691159587,0.07328740910830478,0.09377309227055519,0.7473563105402481,13,0.6221277613957056
oulad_AAA_2013J,oviedo_C1200_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,107,0.5857558139534884,0.5142857142857142,0.5321100917431193,0.7485380116959064,0.234375,0.7142857142857143,1.1941964285714286,0.3122425108904915,-0.1870043874335865,-0.1428571428571428,0.2,0.6115552325581395,0.02579941860465107,0.3239794050901637,0.46413587329482436,4,0.4626115935259197
oulad_AAA_2013J,oviedo_C1303_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.5329931972789115,0.0833333333333333,0.75,0.7692307692307693,0.2,0.6363636363636364,1.018181818181818,0.283059091794402,0.1771384957094505,0.1428571428571428,0.5,0.4948979591836735,-0.03809523809523796,0.35084856396866837,1.0406994775379383,15,0.7002884051793041
oulad_AAA_2013J,oviedo_C174_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,96,0.939433551198257,0.8761904761904762,0.8505747126436781,0.6382978723404256,0.4222222222222222,1.0,2.1333333333333333,0.0997682235769951,-0.0172413561856699,0.6190476190476191,1.0,0.9531590413943356,0.013725490196078605,0.19459856396866837,0.32308736314586134,3,0.4200974449832152
oulad_AAA_2013J,oviedo_C190_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,112,0.4649630343940855,0.5245901639344263,0.4313725490196078,0.7052023121387282,0.1967213114754098,0.5454545454545454,1.0014903129657229,0.3428429140984426,-0.0920470667612884,-0.3333333333333333,0.2,0.5249116039858567,0.059948569591771195,0.2704914211115255,0.5979172462560071,5,0.510264027281931
oulad_AAA_2013J,oviedo_C1978_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,164,0.6492262343404568,0.6565656565656566,0.4769230769230769,0.4380952380952381,0.391304347826087,0.5454545454545454,1.944664031620553,0.30611259620149,0.2201784492481887,-0.1428571428571428,0.2,0.7129697862932941,0.06374355195283732,0.0063363688467171775,0.9903943592265425,3,0.5734277344638422
oulad_AAA_2013J,oviedo_C2011_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,120,0.6831014729950899,0.6301369863013698,0.425531914893617,0.3561643835616438,0.4615384615384615,0.5,2.3076923076923075,0.3474545378190078,0.3519078593005104,-0.0476190476190476,0.2,0.6900572831423896,0.006955810147299624,0.057484769364664956,1.02205736748188,3,0.5707385303991048
oulad_AAA_2013J,oviedo_C2024_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,327,0.4814685314685314,0.0425531914893617,0.2741935483870967,0.2744063324538258,0.1923076923076923,0.1538461538461538,0.9674556213017752,0.6267938766201572,0.6954135210830327,0.1428571428571428,0.2,0.3842307692307692,-0.0972377622377622,0.11513002930350291,0.852091661060261,13,0.6564885757402585
oulad_AAA_2013J,oviedo_C2150_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,106,0.6555347091932459,0.7482993197278912,0.4307692307692308,0.5578231292517007,0.3170731707317073,0.6190476190476191,1.600464576074332,0.2273795609498667,-0.077709148182179,-0.0476190476190476,0.5,0.7575984990619136,0.10206378986866771,0.11264101679885707,0.441506126861579,2,0.47948878551371277
oulad_AAA_2013J,oviedo_C2271_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,596,0.5727642889458603,0.203883495145631,0.5794871794871795,0.5860023724792408,0.2510121457489878,0.5210084033613446,1.257170074507536,0.3947741133601167,0.3704541685551958,0.4285714285714286,1.0,0.6528021066552209,0.08003781770936058,0.1402780941700107,0.9903943592265425,16,0.666087981795834
oulad_AAA_2013J,oviedo_C2335_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,428,0.5339955022488756,0.0277777777777777,0.8033707865168539,0.807799442896936,0.193103448275862,0.6511627906976745,0.9610264635124298,0.2845823183938863,0.2344271334442346,-0.3333333333333333,0.0,0.5087831084457771,-0.025212393803098476,0.4034186574266123,2.3194530784907674,5,0.8160227561901509
oulad_AAA_2013J,oviedo_C2406_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,133,0.6159036144578314,0.532258064516129,0.5915492957746479,0.7685185185185186,0.2771084337349397,0.8518518518518519,1.3650156180276662,0.2997320298587239,-0.1573712364583817,-0.0476190476190476,0.2,0.7373493975903616,0.12144578313253018,0.34990871434460824,0.5247327266739307,2,0.47580158901543307
oulad_AAA_2013J,oviedo_C2468_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,82,0.5966686496133254,0.0888888888888888,0.6554621848739496,0.6666666666666666,0.2682926829268293,0.6875,1.375,0.3483704778317107,0.300706840576379,0.8095238095238096,1.0,0.6838191552647234,0.08715050565139792,0.22584856396866837,0.9244180604621369,17,0.6793014983488141
oulad_AAA_2013J,oviedo_C2607_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,277,0.487610797743755,0.0,0.8482328482328483,0.8482328482328483,0.1862745098039215,0.6909090909090909,0.9381461675579322,0.2315196177217188,0.1800967319438302,-0.7142857142857143,0.0,0.451248992747784,-0.03636180499597097,0.46231065783148423,2.4955443375464483,3,0.8258543541461035
oulad_AAA_2013J,oviedo_C3022_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,238,0.5499134948096887,0.0457142857142857,0.4451827242524916,0.4444444444444445,0.25,0.3541666666666667,1.2395833333333337,0.5701278117853156,0.6033839575777443,-0.3333333333333333,0.2,0.5347318339100346,-0.015181660899654004,0.011562849682954068,2.194514341882467,6,0.7708195549760374
oulad_AAA_2013J,oviedo_C3029_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,231,0.5151528013582343,0.3232323232323232,0.4924242424242424,0.495114006514658,0.1447368421052631,0.2391304347826087,0.7268306636155606,0.4427590471487321,0.4035608021427925,-0.3333333333333333,0.2,0.4742784380305602,-0.04087436332767408,0.054852892972997336,0.9640654205041933,6,0.6641202885141714
oulad_AAA_2013J,oviedo_C4189_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,128,0.5,0.0,0.6382978723404256,0.6382978723404256,0.2833333333333333,0.6538461538461539,1.3948717948717948,0.4900302688137847,0.4909244659963329,0.5238095238095238,1.0,0.5012254901960784,0.001225490196078427,0.19459856396866837,2.7965743332104296,4,0.9239089891831406
oulad_AAA_2013J,oviedo_C4213_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,140,0.5979284369114877,0.7450980392156863,0.3157894736842105,0.592964824120603,0.288135593220339,0.6071428571428571,1.4406779661016949,0.2889507448967314,-0.2131777012113391,-0.1428571428571428,0.2,0.5597405314919439,-0.038187905419543755,0.14727713539723974,0.3424920624793397,2,0.41583630841370495
oulad_AAA_2013J,oviedo_C836_1415,OULAD,Oviedo,D3_other_institution,raw,gradient_boosting,87,0.5985729386892178,0.5384615384615384,0.625,0.6717557251908397,0.25,0.6470588235294118,1.2794117647058822,0.3113014303709298,0.0536066245718684,0.5238095238095238,0.5,0.538583509513742,-0.059989429175475784,0.23159569040544997,1.0406994775379383,4,0.5540864405544338
oulad_AAA_2014J,oulad_AAA_2013J,OULAD,OULAD,D1_same_module,raw,gradient_boosting,383,0.7117163412127441,0.8296795952782462,0.4161849710982659,0.430327868852459,0.3619047619047619,0.4935064935064935,1.8001236858379717,0.1819718878279655,-0.0206637496624642,-0.1428571428571428,0.2,0.7094552929085304,-0.0022610483042136975,0.03269787903716148,0.03841971124303973,0,0.07939278433215986
oulad_AAA_2014J,oulad_BBB_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1767,0.778160735416462,0.6578472639807577,0.6958845537145911,0.7059685097034054,0.3630705394190871,0.9915014164305948,1.8174097539759968,0.1992833692719277,-0.0189641728097443,0.3333333333333333,0.5,0.8596516951473467,0.08149095973088472,0.23870812692358384,0.3654576687077242,4,0.23616176986877271
oulad_AAA_2014J,oulad_BBB_2013J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2237,0.8096086093139453,0.6820365033621518,0.7232441471571907,0.684891240446796,0.3759656652360515,0.9798657718120806,1.8815104991790768,0.1868433773127261,0.0542379050756394,0.6190476190476191,1.0,0.8597867689449746,0.05017815963102934,0.21393745292435445,0.5706339011309269,0,0.30528480710904576
oulad_AAA_2014J,oulad_BBB_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1613,0.8131184775554943,0.6934739617666447,0.7279110590988882,0.7090836334533814,0.3611738148984199,0.9907120743034056,1.8036327041212112,0.1807994122301533,0.0119021726934446,0.4285714285714286,0.5,0.8534066527769584,0.040288175221464106,0.24243772770894023,0.6612446089593336,5,0.3375941318276285
oulad_AAA_2014J,oulad_BBB_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2292,0.815978313840156,0.7863383637807784,0.739593417231365,0.6643356643356644,0.3921052631578947,0.9759825327510916,1.962238565846932,0.1739444297018808,-0.0281248970875856,0.1428571428571428,0.2,0.8686673824317739,0.05268906859161793,0.1905328838843865,0.4517295944167026,1,0.30859741874229435
oulad_AAA_2014J,oulad_CCC_2014B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1936,0.8409257593907101,0.6900328587075575,0.7233626588465298,0.7933935805546899,0.3040062843676355,1.0,1.5208169677926158,0.1921142424800545,-0.1729576405987398,0.8095238095238096,1.0,0.8815922767681004,0.04066651737739024,0.3506920072455565,0.27814767901023935,4,0.2874195387427019
oulad_AAA_2014J,oulad_CCC_2014J,OULAD,OULAD,D2_other_module,raw,gradient_boosting,2498,0.8238097452574166,0.7263719512195121,0.6973018549747049,0.7450389349409695,0.3337828725556305,0.99,1.66757923128793,0.1913105154240507,-0.1439253641640516,0.9047619047619048,1.0,0.8573491358549605,0.03353939059754396,0.28682562488346847,0.21161195848925898,0,0.2615120667962942
oulad_AAA_2014J,oulad_DDD_2013B,OULAD,OULAD,D2_other_module,raw,gradient_boosting,1303,0.7851148530029919,0.6685633001422475,0.6116666666666667,0.7566793893129771,0.3278688524590163,0.9961685823754788,1.636831857295396,0.269297616793855,-0.2588989814831549,0.0476190476190476,0.5,0.8224229162030512,0.037308063200059305,0.30174623366519837,0.10109876911028604,4,0.15920148145255641
